"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"8883","GO:0034230",0.172892950893439,0.991808217835977,1,2,"enkephalin processing","BP",1
"8285","GO:0032753",0.172999352404166,0.94857168635882,3,17,"positive regulation of interleukin-4 production","BP",1
"17501","GO:0099148",0.173001690858684,0.991797396167859,1,2,"regulation of synaptic vesicle docking","BP",1
"3764","GO:0008138",0.173050708412254,0.927351591425151,5,36,"protein tyrosine/serine/threonine phosphatase activity","MF",1
"6326","GO:0019538",0.17305691590671,0.843250355447279,366,4152,"protein metabolic process","BP",1
"6254","GO:0019322",0.173175380490767,0.991780094491991,1,2,"pentose biosynthetic process","BP",1
"9694","GO:0036034",0.173176257734181,0.991780007056617,1,2,"mediator complex assembly","BP",1
"21221","GO:2001176",0.173176257734181,0.991780007056617,1,2,"regulation of mediator complex assembly","BP",1
"21222","GO:2001178",0.173176257734181,0.991780007056617,1,2,"positive regulation of mediator complex assembly","BP",1
"6360","GO:0019722",0.17318595935253,0.885249146543816,18,163,"calcium-mediated signaling","BP",1
"20288","GO:1990030",0.173264644837993,0.991771194838789,1,2,"pericellular basket","CC",1
"370","GO:0001010",0.173413480037793,0.991756344194802,1,2,"RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity","MF",1
"15326","GO:0070816",0.173418433764465,0.965503128937733,2,9,"phosphorylation of RNA polymerase II C-terminal domain","BP",1
"7360","GO:0031072",0.17347721387836,0.889908083602489,15,135,"heat shock protein binding","MF",1
"3321","GO:0006863",0.173572366617632,0.99174047437886,1,2,"purine nucleobase transport","BP",1
"5359","GO:0015851",0.173572366617632,0.99174047437886,1,2,"nucleobase transport","BP",1
"5362","GO:0015855",0.173572366617632,0.99174047437886,1,2,"pyrimidine nucleobase transport","BP",1
"15298","GO:0070724",0.173596366011088,0.991738075826121,1,2,"BMP receptor complex","CC",1
"4701","GO:0010712",0.173658847527013,0.92001786644288,6,45,"regulation of collagen metabolic process","BP",1
"14518","GO:0061135",0.173723515683749,0.896115940852332,12,109,"endopeptidase regulator activity","MF",1
"4964","GO:0014054",0.173726978381896,0.99172501541925,1,2,"positive regulation of gamma-aminobutyric acid secretion","BP",1
"20956","GO:2000580",0.173738544657508,0.989081272052905,1,3,"regulation of ATP-dependent microtubule motor activity, plus-end-directed","BP",1
"20957","GO:2000582",0.173738544657508,0.989081272052905,1,3,"positive regulation of ATP-dependent microtubule motor activity, plus-end-directed","BP",1
"7305","GO:0030957",0.173741759927639,0.965398514877521,2,9,"Tat protein binding","MF",1
"12329","GO:0048011",0.173764333022782,0.936295091942896,4,25,"neurotrophin TRK receptor signaling pathway","BP",1
"2005","GO:0004586",0.173870427450441,0.991710658347012,1,2,"ornithine decarboxylase activity","MF",1
"13413","GO:0051659",0.173870427450441,0.991710658347012,1,2,"maintenance of mitochondrion location","BP",1
"19297","GO:1903830",0.173914853747225,0.991706209172781,1,2,"magnesium ion transmembrane transport","BP",1
"20052","GO:1905371",0.174024595982938,0.991695213152936,1,2,"ceramide phosphoethanolamine metabolic process","BP",1
"20053","GO:1905373",0.174024595982938,0.991695213152936,1,2,"ceramide phosphoethanolamine biosynthetic process","BP",1
"783","GO:0002038",0.17404216293282,0.99169345222464,1,2,"positive regulation of L-glutamate import across plasma membrane","BP",1
"15380","GO:0070893",0.174055835978204,0.991692081482998,1,2,"transposon integration","BP",1
"15381","GO:0070894",0.174055835978204,0.991692081482998,1,2,"regulation of transposon integration","BP",1
"15382","GO:0070895",0.174055835978204,0.991692081482998,1,2,"negative regulation of transposon integration","BP",1
"4379","GO:0009628",0.174116728940913,0.856790410102564,74,772,"response to abiotic stimulus","BP",1
"15505","GO:0071144",0.174180401241069,0.991679587912054,1,2,"heteromeric SMAD protein complex","CC",1
"7463","GO:0031279",0.174243568148304,0.936052054874014,4,25,"regulation of cyclase activity","BP",1
"13573","GO:0051972",0.174291048874331,0.919843793556011,6,43,"regulation of telomerase activity","BP",1
"6324","GO:0019532",0.174311607162187,0.991666417128425,1,2,"oxalate transport","BP",1
"14785","GO:0061783",0.174345398084409,0.989001458754172,1,3,"peptidoglycan muralytic activity","MF",1
"18878","GO:1902960",0.1743632938292,0.991661225541916,1,2,"negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","BP",1
"19993","GO:1905246",0.1743632938292,0.991661225541916,1,2,"negative regulation of aspartic-type peptidase activity","BP",1
"8128","GO:0032497",0.174411597240167,0.991656372172829,1,2,"detection of lipopolysaccharide","BP",1
"15136","GO:0070426",0.174421916297501,0.991655335146163,1,2,"positive regulation of nucleotide-binding oligomerization domain containing signaling pathway","BP",1
"15144","GO:0070434",0.174421916297501,0.991655335146163,1,2,"positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP",1
"18744","GO:1902595",0.174535286578275,0.99164393718639,1,2,"regulation of DNA replication origin binding","BP",1
"8593","GO:0033277",0.174535674956437,0.99164389812512,1,2,"abortive mitotic cell cycle","BP",1
"19454","GO:1904172",0.174659166113735,0.991631472862234,1,2,"positive regulation of bleb assembly","BP",1
"3188","GO:0006649",0.174659166113735,0.991631472862234,1,2,"phospholipid transfer to membrane","BP",1
"21050","GO:2000736",0.174673736224253,0.913961210442475,7,51,"regulation of stem cell differentiation","BP",1
"8455","GO:0033006",0.174694181523866,0.935616079021333,4,26,"regulation of mast cell activation involved in immune response","BP",1
"16946","GO:0097224",0.174739087699904,0.991623426005671,1,2,"sperm connecting piece","CC",1
"12816","GO:0050682",0.174770379772154,0.991620274222609,1,2,"AF-2 domain binding","MF",1
"12027","GO:0046641",0.174782562458641,0.947792900204064,3,17,"positive regulation of alpha-beta T cell proliferation","BP",1
"7712","GO:0031708",0.174795701979361,0.991617723255288,1,2,"endothelin B receptor binding","MF",1
"2270","GO:0004998",0.174850975027802,0.99161215354584,1,2,"transferrin receptor activity","MF",1
"15540","GO:0071226",0.174855835742235,0.991611663647913,1,2,"cellular response to molecule of fungal origin","BP",1
"1894","GO:0004421",0.174857070020072,0.991611539245967,1,2,"hydroxymethylglutaryl-CoA synthase activity","MF",1
"4505","GO:0010142",0.174857070020072,0.991611539245967,1,2,"farnesyl diphosphate biosynthetic process, mevalonate pathway","BP",1
"18807","GO:1902767",0.174857070020072,0.991611539245967,1,2,"isoprenoid biosynthetic process via mevalonate","BP",1
"10246","GO:0042371",0.174914554786701,0.991605744273839,1,2,"vitamin K biosynthetic process","BP",1
"1024","GO:0002448",0.174958798094322,0.926416948343986,5,35,"mast cell mediated immunity","BP",1
"10006","GO:0038179",0.17498510977237,0.92654283934393,5,34,"neurotrophin signaling pathway","BP",1
"19689","GO:1904612",0.175018091284045,0.991595301322908,1,2,"response to 2,3,7,8-tetrachlorodibenzodioxine","BP",1
"19690","GO:1904613",0.175018091284045,0.991595301322908,1,2,"cellular response to 2,3,7,8-tetrachlorodibenzodioxine","BP",1
"13484","GO:0051794",0.175092509656503,0.991587790883756,1,2,"regulation of timing of catagen","BP",1
"13485","GO:0051795",0.175092509656503,0.991587790883756,1,2,"positive regulation of timing of catagen","BP",1
"18658","GO:1902359",0.175150000983166,0.991581986224407,1,2,"Notch signaling pathway involved in somitogenesis","BP",1
"18662","GO:1902366",0.175150000983166,0.991581986224407,1,2,"regulation of Notch signaling pathway involved in somitogenesis","BP",1
"18663","GO:1902367",0.175150000983166,0.991581986224407,1,2,"negative regulation of Notch signaling pathway involved in somitogenesis","BP",1
"758","GO:0002003",0.175228032501854,0.991574104180808,1,2,"angiotensin maturation","BP",1
"555","GO:0001729",0.175338021555826,0.991562987176013,1,2,"ceramide kinase activity","MF",1
"18260","GO:1901249",0.175353586242434,0.991561413343088,1,2,"regulation of lung goblet cell differentiation","BP",1
"18261","GO:1901250",0.175353586242434,0.991561413343088,1,2,"negative regulation of lung goblet cell differentiation","BP",1
"17194","GO:0098582",0.175357393806573,0.991561028314252,1,2,"innate vocalization behavior","BP",1
"16334","GO:0072708",0.175399726011089,0.991556746941862,1,2,"response to sorbitol","BP",1
"11070","GO:0044273",0.17544777028206,0.947501319545507,3,17,"sulfur compound catabolic process","BP",1
"15975","GO:0072006",0.17548719416211,0.892733237976867,13,109,"nephron development","BP",1
"921","GO:0002279",0.175526154601601,0.926099385017843,5,35,"mast cell activation involved in immune response","BP",1
"1673","GO:0003977",0.175632767423784,0.991533156307519,1,2,"UDP-N-acetylglucosamine diphosphorylase activity","MF",1
"16274","GO:0072583",0.175772621869081,0.926253306700817,5,33,"clathrin-dependent endocytosis","BP",1
"1205","GO:0002752",0.175830583111702,0.991513103102711,1,2,"cell surface pattern recognition receptor signaling pathway","BP",1
"15917","GO:0071879",0.175919317406175,0.991504099335697,1,2,"positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway","BP",1
"8872","GO:0034201",0.175939028377475,0.991502098572224,1,2,"response to oleic acid","BP",1
"13518","GO:0051895",0.175957077818974,0.947277684917749,3,17,"negative regulation of focal adhesion assembly","BP",1
"17962","GO:0150118",0.175957077818974,0.947277684917749,3,17,"negative regulation of cell-substrate junction organization","BP",1
"1913","GO:0004461",0.176042054883444,0.991491636636429,1,2,"lactose synthase activity","MF",1
"10354","GO:0042574",0.17604347912258,0.964649939094288,2,9,"retinal metabolic process","BP",1
"20455","GO:1990613",0.176128267879369,0.991482876596605,1,2,"mitochondrial membrane fusion","BP",1
"9900","GO:0036499",0.176162131707246,0.964611167876818,2,9,"PERK-mediated unfolded protein response","BP",1
"16753","GO:0090541",0.176244120518044,0.991471097073118,1,2,"MIT domain binding","MF",1
"6613","GO:0021730",0.176244921658757,0.991471015584471,1,2,"trigeminal sensory nucleus development","BP",1
"6614","GO:0021740",0.176244921658757,0.991471015584471,1,2,"principal sensory nucleus of trigeminal nerve development","BP",1
"20344","GO:1990188",0.176407449899102,0.991454475029574,1,2,"euchromatin binding","MF",1
"7309","GO:0030970",0.176418381304585,0.934543025575169,4,27,"retrograde protein transport, ER to cytosol","BP",1
"19138","GO:1903513",0.176418381304585,0.934543025575169,4,27,"endoplasmic reticulum to cytosol transport","BP",1
"7367","GO:0031081",0.176443031233829,0.991450851548904,1,2,"nuclear pore distribution","BP",1
"13416","GO:0051664",0.176443031233829,0.991450851548904,1,2,"nuclear pore localization","BP",1
"19277","GO:1903788",0.176455872380609,0.991449543642854,1,2,"positive regulation of glutathione biosynthetic process","BP",1
"5341","GO:0015817",0.176561033473626,0.991438828548344,1,2,"histidine transport","BP",1
"6905","GO:0030125",0.176576799317818,0.934864648912245,4,25,"clathrin vesicle coat","CC",1
"2116","GO:0004741",0.176589760739141,0.991435900178274,1,2,"[pyruvate dehydrogenase (lipoamide)] phosphatase activity","MF",1
"3086","GO:0006527",0.176607631160687,0.964465435746837,2,9,"arginine catabolic process","BP",1
"13628","GO:0052593",0.176608949830429,0.991433943793251,1,2,"tryptamine:oxygen oxidoreductase (deaminating) activity","MF",1
"13629","GO:0052594",0.176608949830429,0.991433943793251,1,2,"aminoacetone:oxygen oxidoreductase(deaminating) activity","MF",1
"13630","GO:0052595",0.176608949830429,0.991433943793251,1,2,"aliphatic-amine oxidase activity","MF",1
"13631","GO:0052596",0.176608949830429,0.991433943793251,1,2,"phenethylamine:oxygen oxidoreductase (deaminating) activity","MF",1
"6560","GO:0021593",0.17663004054066,0.991431793248434,1,2,"rhombomere morphogenesis","BP",1
"4732","GO:0010747",0.176683428467478,0.991426348141477,1,2,"positive regulation of long-chain fatty acid import across plasma membrane","BP",1
"11114","GO:0044337",0.176766098919596,0.991417912708398,1,2,"canonical Wnt signaling pathway involved in positive regulation of apoptotic process","BP",1
"20159","GO:1905643",0.176766098919596,0.991417912708398,1,2,"positive regulation of DNA methylation","BP",1
"20410","GO:1990439",0.176771479913971,0.991417363490169,1,2,"MAP kinase serine/threonine phosphatase activity","MF",1
"14462","GO:0061034",0.176794765162072,0.991414986627631,1,2,"olfactory bulb mitral cell layer development","BP",1
"12704","GO:0048880",0.176821065495039,0.870288828376764,30,284,"sensory system development","BP",1
"1859","GO:0004360",0.176846551831506,0.99140969915655,1,2,"glutamine-fructose-6-phosphate transaminase (isomerizing) activity","MF",1
"5949","GO:0017064",0.176900015247342,0.991404238605573,1,2,"fatty acid amide hydrolase activity","MF",1
"3636","GO:0007521",0.176906392489269,0.991403587130531,1,2,"muscle cell fate determination","BP",1
"20652","GO:2000111",0.176906392489269,0.991403587130531,1,2,"positive regulation of macrophage apoptotic process","BP",1
"9458","GO:0035609",0.176909121478012,0.991403308339017,1,2,"C-terminal protein deglutamylation","BP",1
"19450","GO:1904158",0.176955058726612,0.991398614674708,1,2,"axonemal central apparatus assembly","BP",1
"465","GO:0001553",0.176976554691311,0.964344562419702,2,9,"luteinization","BP",1
"20897","GO:2000485",0.177084380119709,0.991385393604541,1,2,"regulation of glutamine transport","BP",1
"18322","GO:1901407",0.177104797771346,0.991383305198969,1,2,"regulation of phosphorylation of RNA polymerase II C-terminal domain","BP",1
"11306","GO:0045076",0.177109618632608,0.946770362761587,3,17,"regulation of interleukin-2 biosynthetic process","BP",1
"6626","GO:0021769",0.177215395449578,0.991371987941052,1,2,"orbitofrontal cortex development","BP",1
"6668","GO:0021847",0.177215395449578,0.991371987941052,1,2,"ventricular zone neuroblast division","BP",1
"9456","GO:0035607",0.177215395449578,0.991371987941052,1,2,"fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development","BP",1
"14223","GO:0060595",0.177215395449578,0.991371987941052,1,2,"fibroblast growth factor receptor signaling pathway involved in mammary gland specification","BP",1
"14235","GO:0060615",0.177215395449578,0.991371987941052,1,2,"mammary gland bud formation","BP",1
"14247","GO:0060648",0.177215395449578,0.991371987941052,1,2,"mammary gland bud morphogenesis","BP",1
"14253","GO:0060667",0.177215395449578,0.991371987941052,1,2,"branch elongation involved in salivary gland morphogenesis","BP",1
"14389","GO:0060915",0.177215395449578,0.991371987941052,1,2,"mesenchymal cell differentiation involved in lung development","BP",1
"2096","GO:0004713",0.177232168690747,0.889342141370203,14,116,"protein tyrosine kinase activity","MF",1
"49","GO:0000103",0.177236712041351,0.991369805711984,1,2,"sulfate assimilation","BP",1
"1698","GO:0004020",0.177236712041351,0.991369805711984,1,2,"adenylylsulfate kinase activity","MF",1
"2141","GO:0004779",0.177236712041351,0.991369805711984,1,2,"sulfate adenylyltransferase activity","MF",1
"2142","GO:0004781",0.177236712041351,0.991369805711984,1,2,"sulfate adenylyltransferase (ATP) activity","MF",1
"8777","GO:0034036",0.177236712041351,0.991369805711984,1,2,"purine ribonucleoside bisphosphate biosynthetic process","BP",1
"12755","GO:0050428",0.177236712041351,0.991369805711984,1,2,"3'-phosphoadenosine 5'-phosphosulfate biosynthetic process","BP",1
"20981","GO:2000627",0.177248147213838,0.991368634941425,1,2,"positive regulation of miRNA catabolic process","BP",1
"13961","GO:0060232",0.177264784934461,0.991366931360477,1,2,"delamination","BP",1
"21262","GO:2001238",0.177271805750588,0.912087218402112,7,54,"positive regulation of extrinsic apoptotic signaling pathway","BP",1
"18470","GO:1901876",0.177289712095413,0.987254775541018,1,4,"regulation of calcium ion binding","BP",1
"18471","GO:1901877",0.177289712095413,0.987254775541018,1,4,"negative regulation of calcium ion binding","BP",1
"18479","GO:1901895",0.177289712095413,0.987254775541018,1,4,"negative regulation of ATPase-coupled calcium transmembrane transporter activity","BP",1
"9325","GO:0035354",0.177297084450433,0.991363623597064,1,2,"Toll-like receptor 1-Toll-like receptor 2 protein complex","CC",1
"10319","GO:0042495",0.177297084450433,0.991363623597064,1,2,"detection of triacyl bacterial lipopeptide","BP",1
"10321","GO:0042497",0.177297084450433,0.991363623597064,1,2,"triacyl lipopeptide binding","MF",1
"10216","GO:0042304",0.177305508462754,0.925243629532824,5,34,"regulation of fatty acid biosynthetic process","BP",1
"1322","GO:0002944",0.177321999920292,0.991361071549674,1,2,"cyclin K-CDK12 complex","CC",1
"1323","GO:0002945",0.177321999920292,0.991361071549673,1,2,"cyclin K-CDK13 complex","CC",1
"16692","GO:0090327",0.177373139877594,0.991355832072258,1,2,"negative regulation of locomotion involved in locomotory behavior","BP",1
"9326","GO:0035355",0.177378258555871,0.991355307548365,1,2,"Toll-like receptor 2-Toll-like receptor 6 protein complex","CC",1
"10320","GO:0042496",0.177378258555871,0.991355307548365,1,2,"detection of diacyl bacterial lipopeptide","BP",1
"10322","GO:0042498",0.177378258555871,0.991355307548365,1,2,"diacyl lipopeptide binding","MF",1
"19319","GO:1903892",0.177390595030057,0.991354043326534,1,2,"negative regulation of ATF6-mediated unfolded protein response","BP",1
"13557","GO:0051956",0.177391305669857,0.964208467957487,2,9,"negative regulation of amino acid transport","BP",1
"4385","GO:0009644",0.177443214418915,0.991348649832557,1,2,"response to high light intensity","BP",1
"1541","GO:0003420",0.177494908114302,0.991343349416455,1,2,"regulation of growth plate cartilage chondrocyte proliferation","BP",1
"15146","GO:0070436",0.177579298868786,0.991334692559035,1,2,"Grb2-EGFR complex","CC",1
"4463","GO:0009953",0.177595150266697,0.903107266037742,9,70,"dorsal/ventral pattern formation","BP",1
"20075","GO:1905443",0.177598507075237,0.991332721502401,1,2,"regulation of clathrin coat assembly","BP",1
"20076","GO:1905445",0.177598507075237,0.991332721502401,1,2,"positive regulation of clathrin coat assembly","BP",1
"19913","GO:1905041",0.177634622370425,0.991329014849821,1,2,"regulation of epithelium regeneration","BP",1
"20387","GO:1990399",0.177634622370425,0.991329014849821,1,2,"epithelium regeneration","BP",1
"19686","GO:1904606",0.177657442585145,0.991326672272255,1,2,"fat cell apoptotic process","BP",1
"19707","GO:1904649",0.177657442585145,0.991326672272255,1,2,"regulation of fat cell apoptotic process","BP",1
"11246","GO:0044855",0.177667421953235,0.991325647744375,1,2,"plasma membrane raft distribution","BP",1
"11247","GO:0044856",0.177667421953235,0.991325647744375,1,2,"plasma membrane raft localization","BP",1
"581","GO:0001766",0.177667421953235,0.991325647744375,1,2,"membrane raft polarization","BP",1
"15506","GO:0071148",0.177697963747795,0.991322511768474,1,2,"TEAD-1-YAP complex","CC",1
"11381","GO:0045204",0.177707781684673,0.991321503547827,1,2,"MAPK export from nucleus","BP",1
"21048","GO:2000729",0.177715289284717,0.99132073253602,1,2,"positive regulation of mesenchymal cell proliferation involved in ureter development","BP",1
"16039","GO:0072106",0.177715604290775,0.99132070018486,1,2,"regulation of ureteric bud formation","BP",1
"16040","GO:0072107",0.177715604290775,0.99132070018486,1,2,"positive regulation of ureteric bud formation","BP",1
"20006","GO:1905278",0.177715604290775,0.99132070018486,1,2,"positive regulation of epithelial tube formation","BP",1
"13853","GO:0060060",0.17778896099167,0.991313164631404,1,2,"post-embryonic retina morphogenesis in camera-type eye","BP",1
"18684","GO:1902435",0.177841983533528,0.99130771565516,1,2,"regulation of male mating behavior","BP",1
"18685","GO:1902437",0.177841983533528,0.99130771565516,1,2,"positive regulation of male mating behavior","BP",1
"15071","GO:0070315",0.177888229812865,0.991302961517689,1,2,"G1 to G0 transition involved in cell differentiation","BP",1
"4760","GO:0010795",0.177888229812865,0.991302961517688,1,2,"regulation of ubiquinone biosynthetic process","BP",1
"6231","GO:0019236",0.177891214991201,0.991302654590825,1,2,"response to pheromone","BP",1
"19332","GO:1903905",0.177913548191925,0.991300358170117,1,2,"positive regulation of establishment of T cell polarity","BP",1
"10305","GO:0042476",0.177945854402266,0.899233121431984,10,81,"odontogenesis","BP",1
"532","GO:0001691",0.177972024760727,0.991294343708578,1,2,"pseudophosphatase activity","MF",1
"1626","GO:0003883",0.177993194583575,0.991292165774082,1,2,"CTP synthase activity","MF",1
"1515","GO:0003357",0.178000140552357,0.991291451112902,1,2,"noradrenergic neuron differentiation","BP",1
"20990","GO:2000638",0.178012547767578,0.991290174471062,1,2,"regulation of SREBP signaling pathway","BP",1
"2223","GO:0004911",0.178025638955989,0.991288827339818,1,2,"interleukin-2 receptor activity","MF",1
"9352","GO:0035403",0.17803724526039,0.99128763291249,1,2,"histone kinase activity (H3-T6 specific)","MF",1
"9357","GO:0035408",0.17803724526039,0.99128763291249,1,2,"histone H3-T6 phosphorylation","BP",1
"13665","GO:0052746",0.178054175115918,0.991285890466183,1,2,"inositol phosphorylation","BP",1
"12143","GO:0046920",0.178077181761502,0.991283522279445,1,2,"alpha-(1->3)-fucosyltransferase activity","MF",1
"17225","GO:0098656",0.178084401493613,0.884747814851832,16,141,"anion transmembrane transport","BP",1
"2490","GO:0005507",0.17811767856885,0.92404224467048,5,40,"copper ion binding","MF",1
"7746","GO:0031798",0.178120823771959,0.991279029018252,1,2,"type 1 metabotropic glutamate receptor binding","MF",1
"18462","GO:1901858",0.178130906292432,0.991277990768106,1,2,"regulation of mitochondrial DNA metabolic process","BP",1
"12543","GO:0048569",0.178158719502289,0.946307070860037,3,17,"post-embryonic animal organ development","BP",1
"144","GO:0000294",0.178167169421196,0.991274255999475,1,2,"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay","BP",1
"19166","GO:1903556",0.178167614497883,0.911523792084385,7,54,"negative regulation of tumor necrosis factor superfamily cytokine production","BP",1
"12682","GO:0048852",0.178200272353761,0.991270845931969,1,2,"diencephalon morphogenesis","BP",1
"10626","GO:0043161",0.178200672476259,0.86583950094447,35,355,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP",1
"9587","GO:0035838",0.178270699136724,0.991263588537881,1,2,"growing cell tip","CC",1
"21085","GO:2000790",0.178287008570178,0.991261907396199,1,2,"regulation of mesenchymal cell proliferation involved in lung development","BP",1
"21086","GO:2000791",0.178287008570178,0.991261907396199,1,2,"negative regulation of mesenchymal cell proliferation involved in lung development","BP",1
"2532","GO:0005593",0.178305147833817,0.991260037429935,1,2,"FACIT collagen trimer","CC",1
"672","GO:0001888",0.1783194056172,0.991258567448315,1,2,"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity","MF",1
"17982","GO:1900027",0.178351079816699,0.933744718248551,4,26,"regulation of ruffle assembly","BP",1
"11481","GO:0045472",0.178367894899706,0.963887152236756,2,9,"response to ether","BP",1
"20885","GO:2000471",0.178381875334036,0.991252125194499,1,2,"regulation of hematopoietic stem cell migration","BP",1
"20886","GO:2000473",0.178381875334036,0.991252125194499,1,2,"positive regulation of hematopoietic stem cell migration","BP",1
"15707","GO:0071505",0.178386331948404,0.991251665501515,1,2,"response to mycophenolic acid","BP",1
"15708","GO:0071506",0.178386331948404,0.991251665501515,1,2,"cellular response to mycophenolic acid","BP",1
"14715","GO:0061642",0.17839569970598,0.991250699188117,1,2,"chemoattraction of axon","BP",1
"13659","GO:0052739",0.178417980257975,0.991248400643177,1,2,"phosphatidylserine 1-acylhydrolase activity","MF",1
"13660","GO:0052740",0.178417980257975,0.991248400643177,1,2,"1-acyl-2-lysophosphatidylserine acylhydrolase activity","MF",1
"1876","GO:0004382",0.178484723815871,0.99124151313504,1,2,"guanosine-diphosphatase activity","MF",1
"11169","GO:0044565",0.178492206225437,0.99124074081192,1,2,"dendritic cell proliferation","BP",1
"11540","GO:0045626",0.178512998582821,0.991238594458581,1,2,"negative regulation of T-helper 1 cell differentiation","BP",1
"5001","GO:0014738",0.178518484796369,0.991238028079406,1,2,"regulation of muscle hyperplasia","BP",1
"5002","GO:0014740",0.178518484796369,0.991238028079406,1,2,"negative regulation of muscle hyperplasia","BP",1
"5068","GO:0014900",0.178518484796369,0.991238028079406,1,2,"muscle hyperplasia","BP",1
"14630","GO:0061459",0.178530365173925,0.991236801517876,1,2,"L-arginine transmembrane transporter activity","MF",1
"19923","GO:1905056",0.178534721241187,0.991236351762259,1,2,"calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration","MF",1
"3577","GO:0007290",0.178538359277503,0.991235976132215,1,2,"spermatid nucleus elongation","BP",1
"13825","GO:0060031",0.178538359277503,0.991235976132215,1,2,"mediolateral intercalation","BP",1
"14336","GO:0060775",0.178538359277503,0.991235976132215,1,2,"planar cell polarity pathway involved in gastrula mediolateral intercalation","BP",1
"2066","GO:0004668",0.178539180577485,0.991235891331152,1,2,"protein-arginine deiminase activity","MF",1
"6045","GO:0018101",0.178539180577485,0.991235891331152,1,2,"protein citrullination","BP",1
"9854","GO:0036414",0.178539180577485,0.991235891331152,1,2,"histone citrullination","BP",1
"17817","GO:0120158",0.178555756047152,0.991234179779582,1,2,"positive regulation of collagen catabolic process","BP",1
"10987","GO:0043988",0.178558934348569,0.991233851573144,1,2,"histone H3-S28 phosphorylation","BP",1
"11567","GO:0045659",0.178559386095136,0.991233804923111,1,2,"negative regulation of neutrophil differentiation","BP",1
"2081","GO:0004692",0.178568426670244,0.991232871310737,1,2,"cGMP-dependent protein kinase activity","MF",1
"14346","GO:0060809",0.178569956150736,0.991232713357186,1,2,"mesodermal to mesenchymal transition involved in gastrulation","BP",1
"1470","GO:0003275",0.178570664243889,0.991232640229974,1,2,"apoptotic process involved in outflow tract morphogenesis","BP",1
"2469","GO:0005436",0.178570664243889,0.991232640229974,1,2,"sodium:phosphate symporter activity","MF",1
"5216","GO:0015319",0.178570664243889,0.991232640229974,1,2,"sodium:inorganic phosphate symporter activity","MF",1
"11599","GO:0045726",0.178570664243889,0.991232640229974,1,2,"positive regulation of integrin biosynthetic process","BP",1
"15026","GO:0070237",0.178570664243889,0.991232640229974,1,2,"positive regulation of activation-induced cell death of T cells","BP",1
"18617","GO:1902256",0.178570664243889,0.991232640229974,1,2,"regulation of apoptotic process involved in outflow tract morphogenesis","BP",1
"4862","GO:0010920",0.17857168101992,0.991232535223429,1,2,"negative regulation of inositol phosphate biosynthetic process","BP",1
"4960","GO:0014050",0.17857168101992,0.991232535223429,1,2,"negative regulation of glutamate secretion","BP",1
"13172","GO:0051228",0.178572276220277,0.991232473754387,1,2,"mitotic spindle disassembly","BP",1
"13173","GO:0051230",0.178572276220277,0.991232473754387,1,2,"spindle disassembly","BP",1
"20300","GO:1990051",0.178572348424802,0.991232466297487,1,2,"activation of protein kinase C activity","BP",1
"9112","GO:0034685",0.178572433321342,0.991232457529797,1,2,"integrin alphav-beta6 complex","CC",1
"4805","GO:0010848",0.178572627577802,0.99123243746798,1,2,"regulation of chromatin disassembly","BP",1
"9915","GO:0036518",0.1785728958167,0.991232409765592,1,2,"chemorepulsion of dopaminergic neuron axon","BP",1
"297","GO:0000802",0.178573142265148,0.991232384313552,1,2,"transverse filament","CC",1
"19585","GO:1904412",0.178573210494421,0.991232377267163,1,2,"regulation of cardiac ventricle development","BP",1
"56","GO:0000117",0.178573210494421,0.991232377267163,1,2,"regulation of transcription involved in G2/M transition of mitotic cell cycle","BP",1
"8781","GO:0034040",0.178573210494421,0.991232377267163,1,2,"ATPase-coupled lipid transmembrane transporter activity","MF",1
"201","GO:0000416",0.178573210494421,0.991232377267163,1,2,"positive regulation of histone H3-K36 methylation","BP",1
"4736","GO:0010751",0.178573210494421,0.991232377267163,1,2,"negative regulation of nitric oxide mediated signal transduction","BP",1
"13002","GO:0050955",0.178573210494421,0.991232377267163,1,2,"thermoception","BP",1
"19473","GO:1904204",0.178573210494421,0.991232377267163,1,2,"regulation of skeletal muscle hypertrophy","BP",1
"21274","GO:2001253",0.178573210494421,0.991232377267163,1,2,"regulation of histone H3-K36 trimethylation","BP",1
"12340","GO:0048022",0.178573210494421,0.991232377267163,1,2,"negative regulation of melanin biosynthetic process","BP",1
"18074","GO:1900170",0.178573210494421,0.991232377267163,1,2,"negative regulation of glucocorticoid mediated signaling pathway","BP",1
"18129","GO:1900377",0.178573210494421,0.991232377267163,1,2,"negative regulation of secondary metabolite biosynthetic process","BP",1
"18872","GO:1902954",0.178573210494421,0.991232377267163,1,2,"regulation of early endosome to recycling endosome transport","BP",1
"19758","GO:1904743",0.178573210494421,0.991232377267163,1,2,"negative regulation of telomeric DNA binding","BP",1
