"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"15968","GO:0071971",0.369605229598837,0.931133659656172,1,7,"extracellular exosome assembly","BP",1
"5608","GO:0016405",0.369646319029127,0.867702261492783,2,19,"CoA-ligase activity","MF",1
"18416","GO:1901673",0.369651820737587,0.867274171260499,2,20,"regulation of mitotic spindle assembly","BP",1
"6164","GO:0019054",0.369682804168194,0.931101969424553,1,7,"modulation by virus of host cellular process","BP",1
"10574","GO:0043046",0.369950947312268,0.930992362130618,1,7,"DNA methylation involved in gamete generation","BP",1
"15589","GO:0071326",0.37010425813998,0.760582351447923,8,109,"cellular response to monosaccharide stimulus","BP",1
"8378","GO:0032897",0.370142342334417,0.866972214471919,2,20,"negative regulation of viral transcription","BP",1
"7007","GO:0030274",0.370167337798055,0.930903833328711,1,7,"LIM domain binding","MF",1
"3542","GO:0007224",0.370334585155789,0.753647193323111,9,120,"smoothened signaling pathway","BP",1
"5646","GO:0016461",0.370495476155726,0.930769456873078,1,7,"unconventional myosin complex","CC",1
"7770","GO:0031901",0.37059666119581,0.807948673848876,4,47,"early endosome membrane","CC",1
"8420","GO:0032959",0.370638898450687,0.867092524250802,2,19,"inositol trisphosphate biosynthetic process","BP",1
"6283","GO:0019395",0.370966774879716,0.768123509972007,7,93,"fatty acid oxidation","BP",1
"14234","GO:0060613",0.371020610211941,0.930554082645927,1,7,"fat pad development","BP",1
"20080","GO:1905449",0.37127532227009,0.930449472601868,1,7,"regulation of Fc-gamma receptor signaling pathway involved in phagocytosis","BP",1
"2977","GO:0006369",0.371365585642319,0.930412378840427,1,7,"termination of RNA polymerase II transcription","BP",1
"720","GO:0001955",0.371405062339308,0.93039615215049,1,7,"blood vessel maturation","BP",1
"138","GO:0000287",0.371455876516699,0.737159890420191,12,166,"magnesium ion binding","MF",1
"8841","GO:0034141",0.37152609911896,0.930346386468507,1,7,"positive regulation of toll-like receptor 3 signaling pathway","BP",1
"1387","GO:0003143",0.371728793828694,0.807232112125591,4,46,"embryonic heart tube morphogenesis","BP",1
"20162","GO:1905653",0.371982951318502,0.930158354054743,1,7,"positive regulation of artery morphogenesis","BP",1
"6677","GO:0021861",0.372005366476094,0.930149120537875,1,7,"forebrain radial glial cell differentiation","BP",1
"16671","GO:0090306",0.372288138665476,0.930032574759114,1,7,"spindle assembly involved in meiosis","BP",1
"18093","GO:1900227",0.372675585171926,0.929872697621235,1,7,"positive regulation of NLRP3 inflammasome complex assembly","BP",1
"11998","GO:0046600",0.372785611870121,0.929827255921491,1,7,"negative regulation of centriole replication","BP",1
"19253","GO:1903749",0.372887703133149,0.928515321001153,1,8,"positive regulation of establishment of protein localization to mitochondrion","BP",1
"18248","GO:1901216",0.372974619258611,0.75821186921678,8,108,"positive regulation of neuron death","BP",1
"13495","GO:0051851",0.373013579831199,0.805871780777907,4,49,"modulation by host of symbiont process","BP",1
"18544","GO:1902074",0.373216687591897,0.929649048713125,1,7,"response to salt","BP",1
"15680","GO:0071468",0.373490578060141,0.929535681035158,1,7,"cellular response to acidic pH","BP",1
"8976","GO:0034399",0.373560924762668,0.757801519629961,8,106,"nuclear periphery","CC",1
"8144","GO:0032525",0.373592934832846,0.929493285773242,1,7,"somite rostral/caudal axis specification","BP",1
"9202","GO:0035036",0.373792686532616,0.864326020365079,2,21,"sperm-egg recognition","BP",1
"7157","GO:0030593",0.373841699496381,0.7881132104048,5,69,"neutrophil chemotaxis","BP",1
"14030","GO:0060332",0.374193009600684,0.929244431932238,1,7,"positive regulation of response to interferon-gamma","BP",1
"14033","GO:0060335",0.374193009600684,0.929244431932238,1,7,"positive regulation of interferon-gamma-mediated signaling pathway","BP",1
"17230","GO:0098662",0.374213931410134,0.696628494432348,30,449,"inorganic cation transmembrane transport","BP",1
"11562","GO:0045654",0.374225686497113,0.929230865542742,1,7,"positive regulation of megakaryocyte differentiation","BP",1
"12890","GO:0050792",0.374266715143419,0.73910639042544,11,155,"regulation of viral process","BP",1
"8250","GO:0032689",0.3743773785263,0.864351277633477,2,20,"negative regulation of interferon-gamma production","BP",1
"8227","GO:0032650",0.37463644539063,0.929060198411674,1,7,"regulation of interleukin-1 alpha production","BP",1
"3776","GO:0008157",0.374659025793571,0.864176088579153,2,20,"protein phosphatase 1 binding","MF",1
"11259","GO:0044877",0.374719151982618,0.672626137840275,72,1096,"protein-containing complex binding","MF",1
"2074","GO:0004679",0.374764687283854,0.929006864283073,1,7,"AMP-activated protein kinase activity","MF",1
"5215","GO:0015318",0.374839407773125,0.690298211564993,36,531,"inorganic molecular entity transmembrane transporter activity","MF",1
"17062","GO:0097494",0.374899036788519,0.927667424673119,1,8,"regulation of vesicle size","BP",1
"1817","GO:0004303",0.374915747183231,0.927660355143043,1,8,"estradiol 17-beta-dehydrogenase activity","MF",1
"6808","GO:0022841",0.375112022428994,0.928862291103852,1,7,"potassium ion leak channel activity","MF",1
"9512","GO:0035701",0.375165270772508,0.928840111625378,1,7,"hematopoietic stem cell migration","BP",1
"8316","GO:0032794",0.3753182309805,0.863765619957283,2,20,"GTPase activating protein binding","MF",1
"8010","GO:0032350",0.375323839728503,0.827871919016324,3,33,"regulation of hormone metabolic process","BP",1
"6692","GO:0021891",0.375410358325792,0.928737971944295,1,7,"olfactory bulb interneuron development","BP",1
"10513","GO:0042940",0.375641481973047,0.928641570963378,1,7,"D-amino acid transport","BP",1
"21288","GO:2001280",0.375714505471406,0.928611096785729,1,7,"positive regulation of unsaturated fatty acid biosynthetic process","BP",1
"13535","GO:0051923",0.375799262220117,0.928575716272197,1,7,"sulfation","BP",1
"13159","GO:0051196",0.375922488747808,0.928524258278592,1,7,"regulation of coenzyme metabolic process","BP",1
"17303","GO:0098810",0.376091267567103,0.863283499148449,2,20,"neurotransmitter reuptake","BP",1
"1308","GO:0002921",0.376392049631651,0.927034151466557,1,8,"negative regulation of humoral immune response","BP",1
"2958","GO:0006346",0.37657141868625,0.862983622545821,2,20,"DNA methylation-dependent heterochromatin assembly","BP",1
"455","GO:0001540",0.376612871569594,0.803144146948564,4,49,"amyloid-beta binding","MF",1
"16694","GO:0090330",0.377166359349648,0.862611607794164,2,20,"regulation of platelet aggregation","BP",1
"9939","GO:0038030",0.377225879329943,0.927978611146089,1,7,"non-canonical Wnt signaling pathway via MAPK cascade","BP",1
"1356","GO:0003071",0.377269956848484,0.862546778001136,2,20,"renal system process involved in regulation of systemic arterial blood pressure","BP",1
"15552","GO:0071253",0.377276502112718,0.927957368188487,1,7,"connexin binding","MF",1
"14328","GO:0060763",0.37738512440735,0.927911774028129,1,7,"mammary duct terminal end bud growth","BP",1
"10433","GO:0042733",0.377436543170631,0.78583764869389,5,62,"embryonic digit morphogenesis","BP",1
"14123","GO:0060440",0.377487942447051,0.927868600198186,1,7,"trachea formation","BP",1
"14891","GO:0065005",0.377576607208809,0.861960636402584,2,21,"protein-lipid complex assembly","BP",1
"15924","GO:0071888",0.377588523444394,0.927826350651636,1,7,"macrophage apoptotic process","BP",1
"20650","GO:2000109",0.377588523444394,0.927826350651636,1,7,"regulation of macrophage apoptotic process","BP",1
"6623","GO:0021766",0.377858431718537,0.802455566438075,4,47,"hippocampus development","BP",1
"13429","GO:0051694",0.377891614502724,0.927698945641883,1,7,"pointed-end actin filament capping","BP",1
"3708","GO:0008037",0.377899899831454,0.762481080039928,7,91,"cell recognition","BP",1
"4836","GO:0010886",0.378046349868981,0.927633850090062,1,7,"positive regulation of cholesterol storage","BP",1
"3354","GO:0006907",0.378150428554174,0.861995186081201,2,20,"pinocytosis","BP",1
"7140","GO:0030548",0.378349481693294,0.926198866261565,1,8,"acetylcholine receptor regulator activity","MF",1
"17604","GO:0099602",0.378349481693294,0.926198866261565,1,8,"neurotransmitter receptor regulator activity","MF",1
"7611","GO:0031526",0.3784866683714,0.801977535252747,4,47,"brush border membrane","CC",1
"2860","GO:0006164",0.378519217053595,0.746276384168094,9,132,"purine nucleotide biosynthetic process","BP",1
"17442","GO:0099024",0.378687784700306,0.80169189542515,4,48,"plasma membrane invagination","BP",1
"9331","GO:0035360",0.378859287376045,0.925980381394761,1,8,"positive regulation of peroxisome proliferator activated receptor signaling pathway","BP",1
"19863","GO:1904951",0.379057908630605,0.698526841017448,25,367,"positive regulation of establishment of protein localization","BP",1
"2378","GO:0005200",0.379107104840181,0.801245351270944,4,49,"structural constituent of cytoskeleton","MF",1
"12479","GO:0048387",0.379128410598883,0.927177651551663,1,7,"negative regulation of retinoic acid receptor signaling pathway","BP",1
"1509","GO:0003348",0.379156825219769,0.927165648615196,1,7,"cardiac endothelial cell differentiation","BP",1
"1968","GO:0004529",0.379182018753844,0.860951021323066,2,21,"exodeoxyribonuclease activity","MF",1
"801","GO:0002064",0.379349625761342,0.722704072014548,14,191,"epithelial cell development","BP",1
"17481","GO:0099091",0.379406794554893,0.824967238003711,3,33,"postsynaptic specialization, intracellular component","CC",1
"10867","GO:0043551",0.379424578401328,0.824741180114688,3,34,"regulation of phosphatidylinositol 3-kinase activity","BP",1
"964","GO:0002347",0.379468315265225,0.861167538925215,2,20,"response to tumor cell","BP",1
"14813","GO:0061844",0.379471960925555,0.858422397027612,2,30,"antimicrobial humoral immune response mediated by antimicrobial peptide","BP",1
"17425","GO:0098982",0.379545975825428,0.784257982030355,5,61,"GABA-ergic synapse","CC",1
"4315","GO:0009313",0.379691954896005,0.926939375744082,1,7,"oligosaccharide catabolic process","BP",1
"11234","GO:0044828",0.379823516843007,0.926883681600738,1,7,"negative regulation by host of viral genome replication","BP",1
"12791","GO:0050655",0.379945686107618,0.926831940742561,1,7,"dermatan sulfate proteoglycan metabolic process","BP",1
"14131","GO:0060449",0.380036986105916,0.92679325915391,1,7,"bud elongation involved in lung branching","BP",1
"16479","GO:0090031",0.380150432480785,0.92674517750194,1,7,"positive regulation of steroid hormone biosynthetic process","BP",1
"16720","GO:0090399",0.380230780200379,0.926711112437856,1,7,"replicative senescence","BP",1
"17494","GO:0099122",0.380273929946716,0.926692814274477,1,7,"RNA polymerase II C-terminal domain binding","MF",1
"11655","GO:0045830",0.380281205131609,0.860257680264726,2,21,"positive regulation of isotype switching","BP",1
"15859","GO:0071772",0.38034971371713,0.745133998712113,9,119,"response to BMP","BP",1
"15860","GO:0071773",0.38034971371713,0.745133998712113,9,119,"cellular response to BMP stimulus","BP",1
"9239","GO:0035137",0.380392680998019,0.824262738485962,3,33,"hindlimb morphogenesis","BP",1
"859","GO:0002158",0.380569648255396,0.926567337236041,1,7,"osteoclast proliferation","BP",1
"2959","GO:0006348",0.38068108113753,0.92652002125699,1,7,"chromatin silencing at telomere","BP",1
"11579","GO:0045671",0.380712207423926,0.860384130150476,2,20,"negative regulation of osteoclast differentiation","BP",1
"3848","GO:0008276",0.380831759135719,0.770089053026097,6,79,"protein methyltransferase activity","MF",1
"18166","GO:1900747",0.380862928659072,0.92644276672569,1,7,"negative regulation of vascular endothelial growth factor signaling pathway","BP",1
"11196","GO:0044728",0.380945515071652,0.783052444922261,5,62,"DNA methylation or demethylation","BP",1
"14924","GO:0070064",0.38114243917746,0.860112663599685,2,20,"proline-rich region binding","MF",1
"309","GO:0000820",0.381146088659505,0.926322373920693,1,7,"regulation of glutamine family amino acid metabolic process","BP",1
"14262","GO:0060677",0.38116972210252,0.926312320177002,1,7,"ureteric bud elongation","BP",1
"9539","GO:0035740",0.381341671708266,0.926239147322792,1,7,"CD8-positive, alpha-beta T cell proliferation","BP",1
"20945","GO:2000564",0.381341671708266,0.926239147322792,1,7,"regulation of CD8-positive, alpha-beta T cell proliferation","BP",1
"9713","GO:0036066",0.381378342936146,0.926223536273552,1,7,"protein O-linked fucosylation","BP",1
"10676","GO:0043235",0.381453475123009,0.703088280950647,21,293,"receptor complex","CC",1
"13076","GO:0051084",0.381502056205895,0.822861793948843,3,36,"'de novo' posttranslational protein folding","BP",1
"7499","GO:0031330",0.381626039208311,0.717253016217985,15,216,"negative regulation of cellular catabolic process","BP",1
"15876","GO:0071805",0.382158783578662,0.737605239179312,10,133,"potassium ion transmembrane transport","BP",1
"18901","GO:1903003",0.382537403902756,0.925729092168778,1,7,"positive regulation of protein deubiquitination","BP",1
"2583","GO:0005689",0.382997040521373,0.857006833442481,2,26,"U12-type spliceosomal complex","CC",1
"11638","GO:0045794",0.383124731670459,0.92547778189128,1,7,"negative regulation of cell volume","BP",1
"14166","GO:0060509",0.383156141861379,0.925464327406027,1,7,"type I pneumocyte differentiation","BP",1
"20740","GO:2000271",0.383246844178235,0.925425467030026,1,7,"positive regulation of fibroblast apoptotic process","BP",1
"11997","GO:0046599",0.383277596204135,0.858761585347778,2,20,"regulation of centriole replication","BP",1
"8124","GO:0032493",0.383319999488432,0.925394115549687,1,7,"response to bacterial lipoprotein","BP",1
"9253","GO:0035195",0.383459562827344,0.781049056125784,5,62,"gene silencing by miRNA","BP",1
"18362","GO:1901568",0.383525341789243,0.767756748101183,6,81,"fatty acid derivative metabolic process","BP",1
"10006","GO:0038179",0.383676913170845,0.821690919979598,3,34,"neurotrophin signaling pathway","BP",1
"4749","GO:0010764",0.383693787794142,0.923889130033961,1,8,"negative regulation of fibroblast migration","BP",1
"14059","GO:0060369",0.383729379301318,0.925218524464589,1,7,"positive regulation of Fc receptor mediated stimulatory signaling pathway","BP",1
"7798","GO:0031957",0.383759623941279,0.925205542040625,1,7,"very long-chain fatty acid-CoA ligase activity","MF",1
"19169","GO:1903564",0.383765770847974,0.92520290333217,1,7,"regulation of protein localization to cilium","BP",1
"15177","GO:0070492",0.383860445185613,0.922775029886159,1,9,"oligosaccharide binding","MF",1
"14381","GO:0060897",0.383900275658373,0.925145149794626,1,7,"neural plate regionalization","BP",1
"6504","GO:0021514",0.384019739968586,0.925093831727477,1,7,"ventral spinal cord interneuron differentiation","BP",1
"14488","GO:0061077",0.384025978322235,0.797238541996989,4,51,"chaperone-mediated protein folding","BP",1
"4946","GO:0014033",0.384116846723703,0.76766837581425,6,75,"neural crest cell differentiation","BP",1
"18338","GO:1901522",0.384151276976306,0.858206894495289,2,20,"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","BP",1
"12616","GO:0048703",0.384216644184773,0.925009201516783,1,7,"embryonic viscerocranium morphogenesis","BP",1
"4944","GO:0014031",0.384242985344065,0.767564855968951,6,75,"mesenchymal cell development","BP",1
"10054","GO:0040016",0.384316896237841,0.92496609058146,1,7,"embryonic cleavage","BP",1
"13835","GO:0060042",0.384342685683051,0.797500109766052,4,47,"retina morphogenesis in camera-type eye","BP",1
"8363","GO:0032876",0.384441492712665,0.924912490036266,1,7,"negative regulation of DNA endoreduplication","BP",1
"18705","GO:1902495",0.384476422604463,0.718057895319239,14,195,"transmembrane transporter complex","CC",1
"15225","GO:0070569",0.384556965355575,0.924862793826787,1,7,"uridylyltransferase activity","MF",1
"11741","GO:0045988",0.384644203269005,0.924825235867541,1,7,"negative regulation of striated muscle contraction","BP",1
"9184","GO:0034992",0.384806411133196,0.924755371405031,1,7,"microtubule organizing center attachment site","CC",1
"9185","GO:0034993",0.384806411133196,0.924755371405031,1,7,"meiotic nuclear membrane microtubule tethering complex","CC",1
"17711","GO:0106083",0.384806411133196,0.924755371405031,1,7,"nuclear membrane protein complex","CC",1
"17715","GO:0106094",0.384806411133196,0.924755371405031,1,7,"nuclear membrane microtubule tethering complex","CC",1
"2997","GO:0006402",0.384878002934859,0.721248694537401,13,184,"mRNA catabolic process","BP",1
"3764","GO:0008138",0.384983545936659,0.820352889930523,3,36,"protein tyrosine/serine/threonine phosphatase activity","MF",1
"12339","GO:0048021",0.385113845305825,0.924622848835593,1,7,"regulation of melanin biosynthetic process","BP",1
"901","GO:0002249",0.385344318136041,0.924523408653602,1,7,"lymphocyte anergy","BP",1
"1141","GO:0002667",0.385344318136041,0.924523408653602,1,7,"regulation of T cell anergy","BP",1
"1281","GO:0002870",0.385344318136041,0.924523408653602,1,7,"T cell anergy","BP",1
"1304","GO:0002911",0.385344318136041,0.924523408653602,1,7,"regulation of lymphocyte anergy","BP",1
"3534","GO:0007215",0.385488717702891,0.779427259610915,5,62,"glutamate receptor signaling pathway","BP",1
"3295","GO:0006813",0.385562164801993,0.724802845214104,12,164,"potassium ion transport","BP",1
"15430","GO:0070977",0.385848402818843,0.857126339388937,2,20,"bone maturation","BP",1
"21051","GO:2000737",0.386049324519534,0.856998144785194,2,20,"negative regulation of stem cell differentiation","BP",1
"6868","GO:0030041",0.386201233881548,0.72869716649637,11,154,"actin filament polymerization","BP",1
"462","GO:0001547",0.386348009633051,0.924089428481469,1,7,"antral ovarian follicle growth","BP",1
"5939","GO:0017049",0.386437436365013,0.856750355792703,2,20,"GTP-Rho binding","MF",1
"2960","GO:0006349",0.386511880543403,0.856702802851601,2,20,"regulation of gene expression by genetic imprinting","BP",1
"8914","GO:0034311",0.386763771969878,0.855765011014862,2,22,"diol metabolic process","BP",1
"11083","GO:0044300",0.386791697430603,0.923897104501809,1,7,"cerebellar mossy fiber","CC",1
"9156","GO:0034764",0.386793543736449,0.719563123797188,13,183,"positive regulation of transmembrane transport","BP",1
"12178","GO:0046975",0.387300374315925,0.923676247014513,1,7,"histone methyltransferase activity (H3-K36 specific)","MF",1
"13284","GO:0051409",0.38747520280003,0.922228869288064,1,8,"response to nitrosative stress","BP",1
"16745","GO:0090520",0.387583673905534,0.923553075713454,1,7,"sphingolipid mediated signaling pathway","BP",1
"16822","GO:0097009",0.38763796000825,0.818829220049677,3,34,"energy homeostasis","BP",1
"14936","GO:0070091",0.387688822414488,0.922134431580815,1,8,"glucagon secretion","BP",1
"14937","GO:0070092",0.387688822414488,0.922134431580815,1,8,"regulation of glucagon secretion","BP",1
"16499","GO:0090070",0.387946793197551,0.922020294583087,1,8,"positive regulation of ribosome biogenesis","BP",1
"20725","GO:2000234",0.387946793197551,0.922020294583087,1,8,"positive regulation of rRNA processing","BP",1
"1410","GO:0003176",0.388077737607076,0.855700765542805,2,20,"aortic valve development","BP",1
"15012","GO:0070212",0.388151436922201,0.923305864563517,1,7,"protein poly-ADP-ribosylation","BP",1
"12972","GO:0050906",0.388425151772735,0.776980676119561,5,63,"detection of stimulus involved in sensory perception","BP",1
"9309","GO:0035312",0.388515277502894,0.923147189296586,1,7,"5'-3' exodeoxyribonuclease activity","MF",1
"13839","GO:0060046",0.388684655891157,0.923073253477034,1,7,"regulation of acrosome reaction","BP",1
"16048","GO:0072126",0.388684812823268,0.923073184954177,1,7,"positive regulation of glomerular mesangial cell proliferation","BP",1
"16294","GO:0072615",0.388703050409222,0.923065221439932,1,7,"interleukin-17 secretion","BP",1
"8559","GO:0033198",0.388708621222727,0.85529606761964,2,20,"response to ATP","BP",1
"13875","GO:0060087",0.388917376418843,0.921589962051913,1,8,"relaxation of vascular smooth muscle","BP",1
"9847","GO:0036396",0.38899357630073,0.921556116248542,1,8,"RNA N6-methyladenosine methyltransferase complex","CC",1
"11420","GO:0045293",0.38899357630073,0.921556116248542,1,8,"mRNA editing complex","CC",1
"18945","GO:1903076",0.389028542612733,0.753010610218866,7,94,"regulation of protein localization to plasma membrane","BP",1
"12434","GO:0048273",0.389285641002729,0.922810567721371,1,7,"mitogen-activated protein kinase p38 binding","MF",1
"14229","GO:0060603",0.389364818917653,0.817575468066893,3,34,"mammary gland duct morphogenesis","BP",1
"18315","GO:1901388",0.389442368391684,0.922741974097219,1,7,"regulation of transforming growth factor beta activation","BP",1
"2289","GO:0005025",0.389466628919152,0.922731352880986,1,7,"transforming growth factor beta receptor activity, type I","MF",1
"20713","GO:2000209",0.389652623741419,0.854277453725601,2,21,"regulation of anoikis","BP",1
"12179","GO:0046976",0.389874839836623,0.922552505927462,1,7,"histone methyltransferase activity (H3-K27 specific)","MF",1
"15508","GO:0071156",0.389875266912088,0.792721501566386,4,51,"regulation of cell cycle arrest","BP",1
"9961","GO:0038085",0.390281863191434,0.922373929287289,1,7,"vascular endothelial growth factor binding","MF",1
"11365","GO:0045180",0.390555744916418,0.922253626356819,1,7,"basal cortex","CC",1
"21167","GO:2001023",0.39070708763031,0.761835713355001,6,81,"regulation of response to drug","BP",1
"17424","GO:0098981",0.390993643473683,0.922061043659697,1,7,"cholinergic synapse","CC",1
"9336","GO:0035371",0.391057850307857,0.85378414587607,2,20,"microtubule plus-end","CC",1
"14540","GO:0061180",0.391225668761706,0.774549739526009,5,65,"mammary gland epithelium development","BP",1
"2392","GO:0005229",0.39140701492245,0.921878982038966,1,7,"intracellular calcium activated chloride channel activity","MF",1
"14783","GO:0061778",0.39140701492245,0.921878982038966,1,7,"intracellular chloride channel activity","MF",1
"9119","GO:0034698",0.39153231778905,0.921823743777432,1,7,"response to gonadotropin","BP",1
"10382","GO:0042613",0.391766534340723,0.919233734978476,1,9,"MHC class II protein complex","CC",1
"14219","GO:0060590",0.391856959819166,0.814994958341445,3,38,"ATPase regulator activity","MF",1
"17568","GO:0099545",0.391963766811103,0.921633363097115,1,7,"trans-synaptic signaling by trans-synaptic complex","BP",1
"3553","GO:0007256",0.392373334585973,0.921452377188549,1,7,"activation of JNKK activity","BP",1
"4915","GO:0010992",0.392531553957808,0.919974895404593,1,8,"ubiquitin recycling","BP",1
"1658","GO:0003950",0.392576054571285,0.852386556275575,2,21,"NAD+ ADP-ribosyltransferase activity","MF",1
"6152","GO:0019003",0.392779006661887,0.773049943070346,5,68,"GDP binding","MF",1
"3431","GO:0007032",0.392892938449508,0.790497018284721,4,50,"endosome organization","BP",1
"12383","GO:0048170",0.392922427165283,0.921209337505495,1,7,"positive regulation of long-term neuronal synaptic plasticity","BP",1
"10594","GO:0043101",0.393037032850956,0.919747419959618,1,8,"purine-containing compound salvage","BP",1
"2490","GO:0005507",0.393054096800643,0.813793471568631,3,40,"copper ion binding","MF",1
"11565","GO:0045657",0.393324400275404,0.919617924285202,1,8,"positive regulation of monocyte differentiation","BP",1
"6000","GO:0017157",0.393477490189243,0.713613894244342,13,182,"regulation of exocytosis","BP",1
"20111","GO:1905523",0.393514952357793,0.851776702018773,2,21,"positive regulation of macrophage migration","BP",1
"13974","GO:0060259",0.393675573417431,0.851293864048133,2,22,"regulation of feeding behavior","BP",1
"3053","GO:0006479",0.394071710784354,0.721758102585098,11,154,"protein methylation","BP",1
"3814","GO:0008213",0.394071710784354,0.721758102585098,11,154,"protein alkylation","BP",1
"21180","GO:2001038",0.394162921406827,0.813664933696907,3,36,"regulation of cellular response to drug","BP",1
"19312","GO:1903862",0.394299441322136,0.918078855168547,1,9,"positive regulation of oxidative phosphorylation","BP",1
"1145","GO:0002674",0.394336776818535,0.919160709580079,1,8,"negative regulation of acute inflammatory response","BP",1
"13010","GO:0050974",0.394658310220388,0.813708864211491,3,34,"detection of mechanical stimulus involved in sensory perception","BP",1
"13803","GO:0060004",0.394837047894534,0.851335536435775,2,20,"reflex","BP",1
"19286","GO:1903800",0.395247952999692,0.918747852387911,1,8,"positive regulation of production of miRNAs involved in gene silencing by miRNA","BP",1
"4145","GO:0009072",0.395389999011604,0.850174347478359,2,22,"aromatic amino acid family metabolic process","BP",1
"4880","GO:0010944",0.395635735969679,0.918571758826711,1,8,"negative regulation of transcription by competitive promoter binding","BP",1
"5958","GO:0017080",0.395700218798099,0.849624698035554,2,23,"sodium channel regulator activity","MF",1
"3795","GO:0008190",0.396252820097563,0.918291060983726,1,8,"eukaryotic initiation factor 4E binding","MF",1
"7044","GO:0030322",0.396495899457144,0.918180328338972,1,8,"stabilization of membrane potential","BP",1
"7225","GO:0030833",0.396552554565719,0.724816755637194,10,140,"regulation of actin filament polymerization","BP",1
"10773","GO:0043401",0.396939901440988,0.746371307925002,7,93,"steroid hormone mediated signaling pathway","BP",1
"16391","GO:0085020",0.397029362391941,0.917936994276974,1,8,"protein K6-linked ubiquitination","BP",1
"19456","GO:1904177",0.397180182380577,0.917868119461628,1,8,"regulation of adipose tissue development","BP",1
"4726","GO:0010739",0.397189766008802,0.916748854087299,1,9,"positive regulation of protein kinase A signaling","BP",1
"2856","GO:0006152",0.39720868971392,0.917855097095836,1,8,"purine nucleoside catabolic process","BP",1
"11817","GO:0046130",0.39720868971392,0.917855097095836,1,8,"purine ribonucleoside catabolic process","BP",1
"16656","GO:0090288",0.397339530738172,0.730368982505282,9,121,"negative regulation of cellular response to growth factor stimulus","BP",1
"15235","GO:0070584",0.397375668692681,0.848205305331937,2,24,"mitochondrion morphogenesis","BP",1
"18015","GO:1900087",0.397649652845379,0.811096764492193,3,36,"positive regulation of G1/S transition of mitotic cell cycle","BP",1
"5750","GO:0016661",0.397698909658509,0.917630964347834,1,8,"oxidoreductase activity, acting on other nitrogenous compounds as donors","MF",1
"12756","GO:0050431",0.397837761137985,0.849376887898531,2,20,"transforming growth factor beta binding","MF",1
"11431","GO:0045332",0.39788018258664,0.811338179698037,3,34,"phospholipid translocation","BP",1
"18503","GO:1901984",0.397916246918421,0.848517096618207,2,22,"negative regulation of protein acetylation","BP",1
"13033","GO:0051018",0.397923910580277,0.786826619093037,4,48,"protein kinase A binding","MF",1
"18192","GO:1901031",0.39842605904764,0.810522810893471,3,36,"regulation of response to reactive oxygen species","BP",1
"10182","GO:0042246",0.398475346808569,0.78600958909028,4,51,"tissue regeneration","BP",1
"13196","GO:0051258",0.398566095185669,0.696193497963609,17,248,"protein polymerization","BP",1
"15578","GO:0071312",0.399001328929562,0.848188032567864,2,21,"cellular response to alkaloid","BP",1
"4815","GO:0010863",0.39902442245535,0.848172836434641,2,21,"positive regulation of phospholipase C activity","BP",1
"7877","GO:0032096",0.399125243787414,0.915850955300684,1,9,"negative regulation of response to food","BP",1
"7880","GO:0032099",0.399125243787414,0.915850955300684,1,9,"negative regulation of appetite","BP",1
"11541","GO:0045627",0.399393577145144,0.91685328181272,1,8,"positive regulation of T-helper 1 cell differentiation","BP",1
"13792","GO:0055114",0.399494077114094,0.66040453280683,45,720,"oxidation-reduction process","BP",1
"6894","GO:0030104",0.399520175893796,0.809913362443763,3,35,"water homeostasis","BP",1
"10299","GO:0042470",0.399558375550051,0.84782126955064,2,21,"melanosome","CC",1
"12650","GO:0048770",0.399558375550051,0.84782126955064,2,21,"pigment granule","CC",1
"4138","GO:0009065",0.399699903865363,0.847728015920561,2,21,"glutamine family amino acid catabolic process","BP",1
"1690","GO:0004000",0.399802097291684,0.916665145862555,1,8,"adenosine deaminase activity","MF",1
"3039","GO:0006458",0.399814140730725,0.809305304925516,3,37,"'de novo' protein folding","BP",1
"21242","GO:2001204",0.399887525091,0.916625771002646,1,8,"regulation of osteoclast development","BP",1
"11560","GO:0045652",0.40021906753983,0.84505960712114,2,29,"regulation of megakaryocyte differentiation","BP",1
"20709","GO:2000194",0.400470173690013,0.915223570836647,1,9,"regulation of female gonad development","BP",1
"13138","GO:0051170",0.401168596777037,0.720777699802704,10,139,"import into nucleus","BP",1
"19247","GO:1903727",0.401168804293589,0.808489156684564,3,36,"positive regulation of phospholipid metabolic process","BP",1
"20989","GO:2000637",0.401633470687012,0.846451117118044,2,21,"positive regulation of gene silencing by miRNA","BP",1
"14292","GO:0060713",0.401699690345048,0.846407292081101,2,21,"labyrinthine layer morphogenesis","BP",1
"11272","GO:0045023",0.401750041203396,0.915764490538377,1,8,"G0 to G1 transition","BP",1
"15072","GO:0070316",0.401750041203396,0.915764490538377,1,8,"regulation of G0 to G1 transition","BP",1
"9313","GO:0035327",0.401794330413694,0.845955324430382,2,22,"transcriptionally active chromatin","CC",1
"10717","GO:0043301",0.401818691863359,0.915732641308403,1,8,"negative regulation of leukocyte degranulation","BP",1
"8225","GO:0032648",0.402004718485343,0.783483961826908,4,49,"regulation of interferon-beta production","BP",1
"12845","GO:0050714",0.402195578037966,0.695640692022277,16,232,"positive regulation of protein secretion","BP",1
