"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"20381","GO:1990589",0.324247058810568,0.96834430457708,1,2,"ATF4-CREB1 transcription factor complex","CC",1
"14899","GO:0070200",0.324386230169622,0.852983737621239,4,16,"establishment of protein localization to telomere","BP",1
"7490","GO:0031365",0.324451051115212,0.836726081483841,5,21,"N-terminal protein amino acid modification","BP",1
"4658","GO:0010657",0.324888409352333,0.767526745083544,17,83,"muscle cell apoptotic process","BP",1
"7868","GO:0032181",0.325195749162475,0.968138601415602,1,2,"dinucleotide repeat insertion binding","MF",1
"7944","GO:0032302",0.325195749162475,0.968138601415602,1,2,"MutSbeta complex","CC",1
"5163","GO:0015234",0.325329347757505,0.968109568270353,1,2,"thiamine transmembrane transporter activity","MF",1
"7177","GO:0030728",0.325369513240435,0.852333692908402,4,16,"ovulation","BP",1
"5730","GO:0016653",0.325374883443822,0.875057362807063,3,11,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor","MF",1
"20420","GO:1990730",0.325409988631498,0.96809203590675,1,2,"VCP-NSFL1C complex","CC",1
"10674","GO:0043309",0.325470557900552,0.968078863510019,1,2,"regulation of eosinophil degranulation","BP",1
"8029","GO:0032421",0.325475173097073,0.805654632221701,8,36,"stereocilium bundle","CC",1
"2200","GO:0004864",0.325699537448957,0.83504114631341,5,22,"protein phosphatase inhibitor activity","MF",1
"8005","GO:0032393",0.325755109604194,0.968016935869908,1,2,"MHC class I receptor activity","MF",1
"19276","GO:1903977",0.325829944609755,0.874786063754284,3,11,"positive regulation of glial cell migration","BP",1
"15837","GO:0071929",0.325840501106904,0.967998337662242,1,2,"alpha-tubulin acetylation","BP",1
"13969","GO:0060400",0.325896790543645,0.967986074262746,1,2,"negative regulation of growth hormone receptor signaling pathway","BP",1
"9489","GO:0035692",0.326036747132779,0.967955570461595,1,2,"macrophage migration inhibitory factor receptor complex","CC",1
"6524","GO:0021563",0.32612672157899,0.967935951017287,1,2,"glossopharyngeal nerve development","BP",1
"6525","GO:0021564",0.32612672157899,0.967935951017287,1,2,"vagus nerve development","BP",1
"18698","GO:1902808",0.326209457609973,0.797942940531831,9,42,"positive regulation of cell cycle G1/S phase transition","BP",1
"2195","GO:0004857",0.326269813049391,0.731230704166541,46,248,"enzyme inhibitor activity","MF",1
"10901","GO:0043921",0.326307032621224,0.967896611139206,1,2,"modulation by host of viral transcription","BP",1
"10139","GO:0042220",0.326312344021684,0.835414864594835,5,21,"response to cocaine","BP",1
"7342","GO:0031090",0.326317654161065,0.696949399740343,331,1853,"organelle membrane","CC",1
"14117","GO:0060612",0.326384741122486,0.797803937529821,9,42,"adipose tissue development","BP",1
"16086","GO:0072425",0.326408058411987,0.874441040481053,3,11,"signal transduction involved in G2 DNA damage checkpoint","BP",1
"2560","GO:0005674",0.326469880086444,0.967861056168623,1,2,"transcription factor TFIIF complex","CC",1
"7632","GO:0031635",0.326517776791218,0.967850594175176,1,2,"adenylate cyclase-inhibiting opioid receptor signaling pathway","BP",1
"10587","GO:0043178",0.326662725490448,0.782131645773443,12,58,"alcohol binding","MF",1
"18804","GO:1903031",0.326674939957892,0.9678162507246,1,2,"regulation of microtubule plus-end binding","BP",1
"18805","GO:1903033",0.326674939957892,0.9678162507246,1,2,"positive regulation of microtubule plus-end binding","BP",1
"20105","GO:1905721",0.326674939957892,0.9678162507246,1,2,"mitotic spindle astral microtubule end","CC",1
"6987","GO:0030294",0.326686690901837,0.967813681998936,1,2,"receptor signaling protein tyrosine kinase inhibitor activity","MF",1
"11422","GO:0045602",0.326715040393222,0.874257666066226,3,11,"negative regulation of endothelial cell differentiation","BP",1
"5533","GO:0016263",0.326743003694553,0.967801370435397,1,2,"glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity","MF",1
"5536","GO:0016267",0.326743003694553,0.967801370435397,1,2,"O-glycan processing, core 1","BP",1
"12708","GO:0050482",0.326759855210559,0.872376938938737,3,12,"arachidonic acid secretion","BP",1
"19265","GO:1903963",0.326759855210559,0.872376938938737,3,12,"arachidonate transport","BP",1
"15477","GO:0071333",0.326814002617532,0.756928592359664,21,106,"cellular response to glucose stimulus","BP",1
"19089","GO:1903597",0.327015720150832,0.967741706327812,1,2,"negative regulation of gap junction assembly","BP",1
"20050","GO:1905595",0.327194648832408,0.967702524252845,1,2,"regulation of low-density lipoprotein particle receptor binding","BP",1
"20399","GO:1990667",0.327194648832408,0.967702524252845,1,2,"PCSK9-AnxA2 complex","CC",1
"2123","GO:0004756",0.32722130612354,0.967696684316907,1,2,"selenide, water dikinase activity","MF",1
"5530","GO:0016260",0.32722130612354,0.967696684316907,1,2,"selenocysteine biosynthetic process","BP",1
"5792","GO:0016781",0.32722130612354,0.967696684316907,1,2,"phosphotransferase activity, paired acceptors","MF",1
"16548","GO:0090367",0.327332498532347,0.96767231793962,1,2,"negative regulation of mRNA modification","BP",1
"10141","GO:0042245",0.327464468837014,0.967643383817263,1,2,"RNA repair","BP",1
"20526","GO:1990984",0.327464468837014,0.967643383817263,1,2,"tRNA demethylase activity","MF",1
"14803","GO:0070039",0.327478431855871,0.967640321540859,1,2,"rRNA (guanosine-2'-O-)-methyltransferase activity","MF",1
"19965","GO:1905397",0.327580429854646,0.967617946657966,1,2,"activated CD8-positive, alpha-beta T cell apoptotic process","BP",1
"19966","GO:1905402",0.327580429854646,0.967617946657966,1,2,"regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP",1
"6303","GO:0019520",0.327650448832381,0.967602581422423,1,2,"aldonic acid metabolic process","BP",1
"6304","GO:0019521",0.327650448832381,0.967602581422423,1,2,"D-gluconate metabolic process","BP",1
"11742","GO:0046176",0.327650448832381,0.967602581422423,1,2,"aldonic acid catabolic process","BP",1
"11743","GO:0046177",0.327650448832381,0.967602581422423,1,2,"D-gluconate catabolic process","BP",1
"3733","GO:0008113",0.32765068282167,0.967602530067649,1,2,"peptide-methionine (S)-S-oxide reductase activity","MF",1
"1341","GO:0003062",0.327725013959155,0.967586213674957,1,2,"regulation of heart rate by chemical signal","BP",1
"831","GO:0002101",0.327738225728421,0.967583313041383,1,2,"tRNA wobble cytosine modification","BP",1
"17944","GO:1900154",0.327812858479165,0.96756692450647,1,2,"regulation of bone trabecula formation","BP",1
"17945","GO:1900155",0.327812858479165,0.96756692450647,1,2,"negative regulation of bone trabecula formation","BP",1
"17453","GO:0099609",0.327835952232188,0.967561852347634,1,2,"microtubule lateral binding","MF",1
"10177","GO:0042306",0.328053526858128,0.777243339106932,13,62,"regulation of protein import into nucleus","BP",1
"14625","GO:0061700",0.328100630985073,0.873428565202552,3,11,"GATOR2 complex","CC",1
"16908","GO:0097498",0.328103900448384,0.967502966602643,1,2,"endothelial tube lumen extension","BP",1
"20707","GO:2000322",0.328150669186206,0.873398580032014,3,11,"regulation of glucocorticoid receptor signaling pathway","BP",1
"19001","GO:1903423",0.328214380773492,0.873360396742784,3,11,"positive regulation of synaptic vesicle recycling","BP",1
"9884","GO:0036501",0.328273145137243,0.967465738900992,1,2,"UFD1-NPL4 complex","CC",1
"2469","GO:0005461",0.328296499878911,0.967460599661819,1,2,"UDP-glucuronic acid transmembrane transporter activity","MF",1
"2471","GO:0005463",0.328296499878911,0.967460599661819,1,2,"UDP-N-acetylgalactosamine transmembrane transporter activity","MF",1
"13805","GO:0060164",0.328325886458039,0.967454132405891,1,2,"regulation of timing of neuron differentiation","BP",1
"3620","GO:0007512",0.32833004855746,0.873291062737284,3,11,"adult heart development","BP",1
"12338","GO:0048250",0.328402577339926,0.967437250954496,1,2,"iron import into the mitochondrion","BP",1
"20080","GO:1905663",0.328533084655941,0.967408510970929,1,2,"positive regulation of telomerase RNA reverse transcriptase activity","BP",1
"2782","GO:0006047",0.32870590125508,0.873065655501943,3,11,"UDP-N-acetylglucosamine metabolic process","BP",1
"6241","GO:0019343",0.32883979132061,0.967340907901472,1,2,"cysteine biosynthetic process via cystathionine","BP",1
"6242","GO:0019344",0.32883979132061,0.967340907901472,1,2,"cysteine biosynthetic process","BP",1
"1209","GO:0002765",0.328872957137544,0.967333592500474,1,2,"immune response-inhibiting signal transduction","BP",1
"1210","GO:0002767",0.328872957137544,0.967333592500474,1,2,"immune response-inhibiting cell surface receptor signaling pathway","BP",1
"27","GO:0000053",0.328911684988422,0.96732504901332,1,2,"argininosuccinate metabolic process","BP",1
"539","GO:0001702",0.328941307303788,0.811114535108529,7,31,"gastrulation with mouth forming second","BP",1
"11593","GO:0045906",0.328953382446038,0.872917141785452,3,11,"negative regulation of vasoconstriction","BP",1
"12074","GO:0046965",0.32899317347006,0.833519819079357,5,21,"retinoid X receptor binding","MF",1
"5054","GO:0014912",0.329019287375661,0.849911221549287,4,16,"negative regulation of smooth muscle cell migration","BP",1
"7208","GO:0030857",0.329164157896201,0.802783809295541,8,36,"negative regulation of epithelial cell differentiation","BP",1
"11283","GO:0045168",0.32918507444559,0.967264699627717,1,2,"cell-cell signaling involved in cell fate commitment","BP",1
"11779","GO:0046331",0.32918507444559,0.967264699627717,1,2,"lateral inhibition","BP",1
"20796","GO:2000451",0.329199287516247,0.967261560302733,1,2,"positive regulation of CD8-positive, alpha-beta T cell extravasation","BP",1
"3240","GO:0006734",0.329209108672226,0.820858722510478,6,26,"NADH metabolic process","BP",1
"12763","GO:0050687",0.329252835691532,0.833335859891308,5,21,"negative regulation of defense response to virus","BP",1
"2685","GO:0005880",0.329350515522384,0.967228146295159,1,2,"nuclear microtubule","CC",1
"3313","GO:0006864",0.329412802663336,0.96721437782566,1,2,"pyrimidine nucleotide transport","BP",1
"5153","GO:0015218",0.329412802663336,0.96721437782566,1,2,"pyrimidine nucleotide transmembrane transporter activity","MF",1
"20363","GO:1990519",0.329412802663336,0.96721437782566,1,2,"pyrimidine nucleotide import into mitochondrion","BP",1
"1750","GO:0004111",0.329525168143842,0.967189530689439,1,2,"creatine kinase activity","MF",1
"1660","GO:0003973",0.329768074516621,0.967135778036288,1,2,"(S)-2-hydroxy-acid oxidase activity","MF",1
"1904","GO:0004450",0.329818774923997,0.967124551783864,1,2,"isocitrate dehydrogenase (NADP+) activity","MF",1
"2816","GO:0006097",0.329818774923997,0.967124551783864,1,2,"glyoxylate cycle","BP",1
"14290","GO:0060964",0.329823107889329,0.802269706293997,8,36,"regulation of gene silencing by miRNA","BP",1
"1867","GO:0004376",0.329949762033614,0.967095537341288,1,2,"glycolipid mannosyltransferase activity","MF",1
"12431","GO:0048499",0.329975048508583,0.967089934432566,1,2,"synaptic vesicle membrane organization","BP",1
"878","GO:0002196",0.330058775066677,0.967071378368584,1,2,"Ser-tRNA(Ala) hydrolase activity","MF",1
"14766","GO:0062094",0.330167610187847,0.967047248017035,1,2,"stomach development","BP",1
"20315","GO:1990402",0.33017816546302,0.967044907182335,1,2,"embryonic liver development","BP",1
"10248","GO:0042450",0.330192727162402,0.967041677679523,1,2,"arginine biosynthetic process via ornithine","BP",1
"8380","GO:0032944",0.330235583564019,0.738662181567456,32,166,"regulation of mononuclear cell proliferation","BP",1
"16731","GO:0097124",0.330283322586681,0.967021581025562,1,2,"cyclin A2-CDK2 complex","CC",1
"11430","GO:0045617",0.330302072475206,0.967017420829614,1,2,"negative regulation of keratinocyte differentiation","BP",1
"3322","GO:0006878",0.330381619508537,0.870178469381248,3,12,"cellular copper ion homeostasis","BP",1
"6414","GO:0019867",0.330513704774342,0.738411451460781,32,166,"outer membrane","CC",1
"7768","GO:0031968",0.330513704774342,0.738411451460781,32,166,"organelle outer membrane","CC",1
"854","GO:0002153",0.330525028386605,0.966967927140467,1,2,"steroid receptor RNA activator RNA binding","MF",1
"2178","GO:0004831",0.330545124234886,0.966963463861232,1,2,"tyrosine-tRNA ligase activity","MF",1
"3021","GO:0006437",0.330545124234886,0.966963463861232,1,2,"tyrosyl-tRNA aminoacylation","BP",1
"15087","GO:0070530",0.330550326164927,0.832415568017333,5,21,"K63-linked polyubiquitin modification-dependent protein binding","MF",1
"3100","GO:0006550",0.330634358789723,0.966943640453474,1,2,"isoleucine catabolic process","BP",1
"5772","GO:0016746",0.33068840209975,0.729318572460386,43,222,"transferase activity, transferring acyl groups","MF",1
"2553","GO:0005666",0.330701570408967,0.846604645939662,4,18,"RNA polymerase III complex","CC",1
"18788","GO:1903004",0.330781595774585,0.966910915946555,1,2,"regulation of protein K63-linked deubiquitination","BP",1
"18789","GO:1903006",0.330781595774585,0.966910915946555,1,2,"positive regulation of protein K63-linked deubiquitination","BP",1
"16520","GO:0090316",0.330784722343137,0.74830618287995,24,122,"positive regulation of intracellular protein transport","BP",1
"7520","GO:0031418",0.330792639076865,0.848728718912056,4,16,"L-ascorbic acid binding","MF",1
"762","GO:0002018",0.330813200596884,0.966903888961242,1,2,"renin-angiotensin regulation of aldosterone production","BP",1
"2743","GO:0005980",0.330887840655929,0.848665135539609,4,16,"glycogen catabolic process","BP",1
"4275","GO:0009251",0.330887840655929,0.848665135539609,4,16,"glucan catabolic process","BP",1
"14387","GO:0061107",0.330943363678163,0.966874939014423,1,2,"seminal vesicle development","BP",1
"16929","GO:0097532",0.330976819961869,0.966867495405852,1,2,"stress response to acid chemical","BP",1
"16930","GO:0097533",0.330976819961869,0.966867495405852,1,2,"cellular stress response to acid chemical","BP",1
"9421","GO:0035592",0.331027774847325,0.718607023273576,64,338,"establishment of protein localization to extracellular region","BP",1
"299","GO:0000806",0.331038632856525,0.966853740113031,1,2,"Y chromosome","CC",1
"4661","GO:0010660",0.331071847501824,0.764886931987553,16,78,"regulation of muscle cell apoptotic process","BP",1
"16975","GO:0097681",0.331072117191887,0.966846287348723,1,2,"double-strand break repair via alternative nonhomologous end joining","BP",1
"19881","GO:1905208",0.331090214009817,0.832032104166579,5,21,"negative regulation of cardiocyte differentiation","BP",1
"15902","GO:0072077",0.331133414641163,0.871605685423728,3,11,"renal vesicle morphogenesis","BP",1
"510","GO:0001655",0.331214151810821,0.722245003212257,55,284,"urogenital system development","BP",1
"1450","GO:0003257",0.331353583297018,0.966783599622933,1,2,"positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP",1
"18290","GO:1901657",0.3313544879559,0.761511075928835,17,87,"glycosyl compound metabolic process","BP",1
"14952","GO:0070293",0.331364592857355,0.871466275059431,3,11,"renal absorption","BP",1
"6117","GO:0018872",0.331373335764501,0.966779197662444,1,2,"arsonoacetate metabolic process","BP",1
"7185","GO:0030792",0.331373335764501,0.966779197662444,1,2,"methylarsonite methyltransferase activity","MF",1
"11436","GO:0045623",0.331374937062177,0.848339651396515,4,16,"negative regulation of T-helper cell differentiation","BP",1
"6433","GO:0019901",0.331437823487953,0.706115861617346,116,616,"protein kinase binding","MF",1
"6452","GO:0019955",0.331514018992776,0.757028688934826,19,94,"cytokine binding","MF",1
"12224","GO:0047844",0.331573224283459,0.966734631187995,1,2,"deoxycytidine deaminase activity","MF",1
"3781","GO:0008191",0.331651885677724,0.903549802790557,2,7,"metalloendopeptidase inhibitor activity","MF",1
"3044","GO:0006478",0.331671132832493,0.966712788492007,1,2,"peptidyl-tyrosine sulfation","BP",1
"3954","GO:0008476",0.331671132832493,0.966712788492007,1,2,"protein-tyrosine sulfotransferase activity","MF",1
"14230","GO:0060819",0.33167314783309,0.966712338867611,1,2,"inactivation of X chromosome by genetic imprinting","BP",1
"5468","GO:0016128",0.331776029054557,0.96668937716465,1,2,"phytosteroid metabolic process","BP",1
"5469","GO:0016129",0.331776029054557,0.96668937716465,1,2,"phytosteroid biosynthetic process","BP",1
"8728","GO:0033906",0.331882618232207,0.966665577679564,1,2,"hyaluronoglucuronidase activity","MF",1
"16736","GO:0097135",0.33193291080077,0.966654344624385,1,2,"cyclin E2-CDK2 complex","CC",1
"14970","GO:0070319",0.332044525344275,0.966629406778315,1,2,"Golgi to plasma membrane transport vesicle","CC",1
"19076","GO:1903576",0.332064444401255,0.966624955098121,1,2,"response to L-arginine","BP",1
"19077","GO:1903577",0.332064444401255,0.966624955098121,1,2,"cellular response to L-arginine","BP",1
"1870","GO:0004379",0.332112525573335,0.966614208011862,1,2,"glycylpeptide N-tetradecanoyltransferase activity","MF",1
"6004","GO:0018008",0.332112525573335,0.966614208011862,1,2,"N-terminal peptidyl-glycine N-myristoylation","BP",1
"7940","GO:0032298",0.332115306592434,0.966613586334691,1,2,"positive regulation of DNA-dependent DNA replication initiation","BP",1
"4161","GO:0009112",0.33216266021176,0.808166571348365,7,32,"nucleobase metabolic process","BP",1
"21087","GO:2001056",0.332183558967456,0.750189172283261,22,114,"positive regulation of cysteine-type endopeptidase activity","BP",1
"2499","GO:0005536",0.332333071451305,0.870881534152607,3,11,"glucose binding","MF",1
"558","GO:0001733",0.332336373370114,0.966564145756918,1,2,"galactosylceramide sulfotransferase activity","MF",1
"12769","GO:0050694",0.332336373370114,0.966564145756918,1,2,"galactose 3-O-sulfotransferase activity","MF",1
"14175","GO:0060713",0.332400643399259,0.831100058139525,5,21,"labyrinthine layer morphogenesis","BP",1
"4662","GO:0010661",0.332435632990213,0.808447558813528,7,31,"positive regulation of muscle cell apoptotic process","BP",1
"19788","GO:1904997",0.332472434827834,0.966533693971579,1,2,"regulation of leukocyte adhesion to arterial endothelial cell","BP",1
"12617","GO:0048866",0.332480484236402,0.966531891909557,1,2,"stem cell fate specification","BP",1
"17538","GO:0106014",0.332516807288736,0.966523759344572,1,2,"regulation of inflammatory response to wounding","BP",1
"17540","GO:0106016",0.332516807288736,0.966523759344572,1,2,"positive regulation of inflammatory response to wounding","BP",1
"18672","GO:1902725",0.332618723027784,0.966500934419949,1,2,"negative regulation of satellite cell differentiation","BP",1
"121","GO:0000254",0.332621774984307,0.96650025076066,1,2,"C-4 methylsterol oxidase activity","MF",1
"14933","GO:0070259",0.332649923237317,0.96649394495521,1,2,"tyrosyl-DNA phosphodiesterase activity","MF",1
"16925","GO:0097528",0.332689114325501,0.966485164110777,1,2,"execution phase of necroptosis","BP",1
"2168","GO:0004821",0.332734869062163,0.966474910885015,1,2,"histidine-tRNA ligase activity","MF",1
"3011","GO:0006427",0.332734869062163,0.966474910885015,1,2,"histidyl-tRNA aminoacylation","BP",1
"17817","GO:0150032",0.332831805473864,0.966453181962939,1,2,"positive regulation of protein localization to lysosome","BP",1
"559","GO:0001734",0.332855923818527,0.966447774341298,1,2,"mRNA (N6-adenosine)-methyltransferase activity","MF",1
"14757","GO:0062029",0.332874551735963,0.966443597373998,1,2,"positive regulation of stress granule assembly","BP",1
"4837","GO:0010915",0.332905015380177,0.956237756345662,1,3,"regulation of very-low-density lipoprotein particle clearance","BP",1
"4838","GO:0010916",0.332905015380177,0.956237756345662,1,3,"negative regulation of very-low-density lipoprotein particle clearance","BP",1
"21166","GO:2001255",0.332932860607154,0.96643052062598,1,2,"positive regulation of histone H3-K36 trimethylation","BP",1
"11539","GO:0045797",0.332944649630959,0.96642787635945,1,2,"positive regulation of intestinal cholesterol absorption","BP",1
"19527","GO:1904480",0.332944649630959,0.96642787635945,1,2,"positive regulation of intestinal absorption","BP",1
"19645","GO:1904731",0.332944649630959,0.96642787635945,1,2,"positive regulation of intestinal lipid absorption","BP",1
"11547","GO:0045819",0.332993318427115,0.966416958645978,1,2,"positive regulation of glycogen catabolic process","BP",1
"197","GO:0000415",0.333004383658723,0.966414476115221,1,2,"negative regulation of histone H3-K36 methylation","BP",1
"17933","GO:1900142",0.333014043705503,0.966412308751631,1,2,"negative regulation of oligodendrocyte apoptotic process","BP",1
"2018","GO:0004609",0.333037655792259,0.96640701069653,1,2,"phosphatidylserine decarboxylase activity","MF",1
"3104","GO:0006554",0.333040330142139,0.966406410596486,1,2,"lysine catabolic process","BP",1
"6292","GO:0019477",0.333040330142139,0.966406410596486,1,2,"L-lysine catabolic process","BP",1
"11819","GO:0046440",0.333040330142139,0.966406410596486,1,2,"L-lysine metabolic process","BP",1
"14736","GO:0061953",0.333077525409823,0.966398063632452,1,2,"mRNA (adenine-N1-)-methyltransferase activity","MF",1
"5152","GO:0015217",0.333158619935546,0.966379860864533,1,2,"ADP transmembrane transporter activity","MF",1
"5158","GO:0015228",0.333158619935546,0.966379860864533,1,2,"coenzyme A transmembrane transporter activity","MF",1
"16233","GO:0080122",0.333158619935546,0.966379860864533,1,2,"AMP transmembrane transporter activity","MF",1
"4780","GO:0010842",0.33324203482936,0.870331688370038,3,11,"retina layer formation","BP",1
"14436","GO:0061218",0.333268719794808,0.966355137793374,1,2,"negative regulation of mesonephros development","BP",1
"11307","GO:0045210",0.333293481368442,0.96634957601578,1,2,"FasL biosynthetic process","BP",1
"235","GO:0000493",0.333382210516635,0.966329641649732,1,2,"box H/ACA snoRNP assembly","BP",1
"16690","GO:0097052",0.333410849968034,0.966323205813555,1,2,"L-kynurenine metabolic process","BP",1
"12073","GO:0046964",0.333434154731297,0.966317968228576,1,2,"3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity","MF",1
"9888","GO:0036506",0.333434586449888,0.966317871198058,1,2,"maintenance of unfolded protein","BP",1
"19464","GO:1904378",0.333434586449888,0.966317871198058,1,2,"maintenance of unfolded protein involved in ERAD pathway","BP",1
"2274","GO:0005006",0.33349147411497,0.966305083969469,1,2,"epidermal growth factor-activated receptor activity","MF",1
"3958","GO:0008481",0.333619697439238,0.966276250984297,1,2,"sphinganine kinase activity","MF",1
"1725","GO:0004069",0.333621364522638,0.966275876015538,1,2,"L-aspartate:2-oxoglutarate aminotransferase activity","MF",1
"3082","GO:0006532",0.333621364522638,0.966275876015538,1,2,"aspartate biosynthetic process","BP",1
"6316","GO:0019550",0.333621364522638,0.966275876015538,1,2,"glutamate catabolic process to aspartate","BP",1
"6317","GO:0019551",0.333621364522638,0.966275876015538,1,2,"glutamate catabolic process to 2-oxoglutarate","BP",1
"20915","GO:2000650",0.33362150649909,0.870101842538566,3,11,"negative regulation of sodium ion transmembrane transporter activity","BP",1
"21021","GO:2000845",0.333628029570376,0.966274376853835,1,2,"positive regulation of testosterone secretion","BP",1
"11008","GO:0044271",0.333628831660468,0.6850903673117,605,3372,"cellular nitrogen compound biosynthetic process","BP",1
"490","GO:0001596",0.333708627132779,0.966256244903497,1,2,"angiotensin type I receptor activity","MF",1
"13166","GO:0051354",0.333712656219798,0.829338330398106,5,22,"negative regulation of oxidoreductase activity","BP",1
"16309","GO:0086097",0.333763080739657,0.966243991152313,1,2,"phospholipase C-activating angiotensin-activated signaling pathway","BP",1
"19768","GO:1904970",0.333769711127326,0.966242498923184,1,2,"brush border assembly","BP",1
"20406","GO:1990698",0.333769865354234,0.966242464212549,1,2,"palmitoleoyltransferase activity","MF",1
"5000","GO:0014823",0.33377773661888,0.830118623864138,5,21,"response to activity","BP",1
"8522","GO:0033197",0.333799141444991,0.966235874874455,1,2,"response to vitamin E","BP",1
"8173","GO:0032625",0.333812809581316,0.966232798238643,1,2,"interleukin-21 production","BP",1
"9789","GO:0036316",0.333817514875875,0.966231739058423,1,2,"SREBP-SCAP complex retention in endoplasmic reticulum","BP",1
"20904","GO:2000639",0.333817514875875,0.966231739058423,1,2,"negative regulation of SREBP signaling pathway","BP",1
"6116","GO:0018858",0.333844875129309,0.966225579754442,1,2,"benzoate-CoA ligase activity","MF",1
"20720","GO:2000342",0.333883156695652,0.966216960703942,1,2,"negative regulation of chemokine (C-X-C motif) ligand 2 production","BP",1
"11797","GO:0046370",0.333903120825994,0.966212465268406,1,2,"fructose biosynthetic process","BP",1
"14233","GO:0060825",0.333941367708271,0.966203851979136,1,2,"fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP",1
"20699","GO:2000313",0.333941367708271,0.966203851979136,1,2,"regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP",1
"20700","GO:2000314",0.333941367708271,0.966203851979136,1,2,"negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP",1
"1602","GO:0003870",0.333957815507445,0.966200147481843,1,2,"5-aminolevulinate synthase activity","MF",1
"5775","GO:0016749",0.333957815507445,0.966200147481843,1,2,"N-succinyltransferase activity","MF",1
"18368","GO:1901898",0.333968885322708,0.966197654114683,1,2,"negative regulation of relaxation of cardiac muscle","BP",1
"16201","GO:0072737",0.333972134074382,0.966196922343893,1,2,"response to diamide","BP",1
"16202","GO:0072738",0.333972134074382,0.966196922343893,1,2,"cellular response to diamide","BP",1
"7113","GO:0030573",0.334004795682137,0.966189564882638,1,2,"bile acid catabolic process","BP",1
"3823","GO:0008263",0.334006051276022,0.966189282023928,1,2,"pyrimidine-specific mismatch base pair DNA N-glycosylase activity","MF",1
"2312","GO:0005093",0.334011732719553,0.966188002096619,1,2,"Rab GDP-dissociation inhibitor activity","MF",1
"20431","GO:1990757",0.334031434997075,0.966183563296708,1,2,"ubiquitin ligase activator activity","MF",1
"15885","GO:0072039",0.334064925643575,0.96617601724421,1,2,"regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis","BP",1
"15886","GO:0072040",0.334064925643575,0.96617601724421,1,2,"negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis","BP",1
"18098","GO:1901145",0.334064925643575,0.96617601724421,1,2,"mesenchymal cell apoptotic process involved in nephron morphogenesis","BP",1
"19610","GO:1904673",0.334064925643575,0.96617601724421,1,2,"negative regulation of somatic stem cell population maintenance","BP",1
"3738","GO:0008118",0.334066170022241,0.966175736843184,1,2,"N-acetyllactosaminide alpha-2,3-sialyltransferase activity","MF",1
"8572","GO:0033326",0.334080791956585,0.966172441914851,1,2,"cerebrospinal fluid secretion","BP",1
"6685","GO:0021933",0.334116132666134,0.966164477374856,1,2,"radial glia guided migration of cerebellar granule cell","BP",1
"2177","GO:0004830",0.334221430908287,0.96614074008124,1,2,"tryptophan-tRNA ligase activity","MF",1
"3020","GO:0006436",0.334221430908287,0.96614074008124,1,2,"tryptophanyl-tRNA aminoacylation","BP",1
"9740","GO:0036152",0.334257020082106,0.966132714937092,1,2,"phosphatidylethanolamine acyl-chain remodeling","BP",1
"2430","GO:0005332",0.334389906142811,0.966102739629847,1,2,"gamma-aminobutyric acid:sodium symporter activity","MF",1
"13428","GO:0051916",0.334452211841169,0.966088679643136,1,2,"granulocyte colony-stimulating factor binding","MF",1
"6564","GO:0021680",0.334470745498553,0.816957139460687,6,26,"cerebellar Purkinje cell layer development","BP",1
"5651","GO:0016507",0.334498073972409,0.966078328050134,1,2,"mitochondrial fatty acid beta-oxidation multienzyme complex","CC",1
"9727","GO:0036125",0.334498073972409,0.966078328050134,1,2,"fatty acid beta-oxidation multienzyme complex","CC",1
"5253","GO:0015679",0.3345110027721,0.966075409526275,1,2,"plasma membrane copper ion transport","BP",1
"17098","GO:0098705",0.3345110027721,0.966075409526275,1,2,"copper ion import across plasma membrane","BP",1
"387","GO:0001097",0.334582500243125,0.966059267037868,1,2,"TFIIH-class transcription factor complex binding","MF",1
"15219","GO:0070821",0.334592859691289,0.966056927721728,1,2,"tertiary granule membrane","CC",1
"910","GO:0002266",0.334628176571162,0.966048951906643,1,2,"follicular dendritic cell activation","BP",1
"911","GO:0002268",0.334628176571162,0.966048951906643,1,2,"follicular dendritic cell differentiation","BP",1
"8544","GO:0033256",0.334628176571162,0.966048951906643,1,2,"I-kappaB/NF-kappaB complex","CC",1
"8545","GO:0033257",0.334628176571162,0.966048951906643,1,2,"Bcl3/NF-kappaB2 complex","CC",1
"12016","GO:0046870",0.334628392534574,0.966048903130893,1,2,"cadmium ion binding","MF",1
"21138","GO:2001213",0.334646126952695,0.966044897628012,1,2,"negative regulation of vasculogenesis","BP",1
"20444","GO:1990774",0.334653044539481,0.966043335140512,1,2,"tumor necrosis factor secretion","BP",1
"5770","GO:0016743",0.334670881054818,0.966039306172032,1,2,"carboxyl- or carbamoyltransferase activity","MF",1
