"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"1302","GO:0002905",1,0.945509844911839,0,5,"regulation of mature B cell apoptotic process","BP",1
"1303","GO:0002906",1,0.945509844911839,0,5,"negative regulation of mature B cell apoptotic process","BP",1
"1304","GO:0002911",1,0.909886913160346,0,7,"regulation of lymphocyte anergy","BP",1
"1305","GO:0002912",1,0.986411006651138,0,1,"negative regulation of lymphocyte anergy","BP",1
"1306","GO:0002913",1,0.948228007704878,0,4,"positive regulation of lymphocyte anergy","BP",1
"1307","GO:0002920",1,0.747855229472488,0,24,"regulation of humoral immune response","BP",1
"1308","GO:0002921",1,0.912150860577067,0,8,"negative regulation of humoral immune response","BP",1
"1309","GO:0002922",1,0.883118347017374,0,10,"positive regulation of humoral immune response","BP",1
"1310","GO:0002923",1,0.913439915992874,0,7,"regulation of humoral immune response mediated by circulating immunoglobulin","BP",1
"1311","GO:0002924",1,0.975045099916539,0,2,"negative regulation of humoral immune response mediated by circulating immunoglobulin","BP",1
"1312","GO:0002925",1,0.949727129940971,0,4,"positive regulation of humoral immune response mediated by circulating immunoglobulin","BP",1
"1313","GO:0002926",1,0.986343560498933,0,1,"tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation","BP",1
"1314","GO:0002930",1,0.976191826995573,0,2,"trabecular meshwork development","BP",1
"1316","GO:0002932",1,0.986307480694888,0,1,"tendon sheath development","BP",1
"1317","GO:0002933",1,0.963380010106022,0,3,"lipid hydroxylation","BP",1
"1318","GO:0002934",1,0.872838899020785,0,10,"desmosome organization","BP",1
"1319","GO:0002939",1,0.986774840294741,0,1,"tRNA N1-guanine methylation","BP",1
"1320","GO:0002940",1,0.973271641550259,0,2,"tRNA N2-guanine methylation","BP",1
"1321","GO:0002943",1,0.987080087313386,0,1,"tRNA dihydrouridine synthesis","BP",1
"1322","GO:0002944",1,0.972927418111074,0,2,"cyclin K-CDK12 complex","CC",1
"1323","GO:0002945",1,0.972927418111074,0,2,"cyclin K-CDK13 complex","CC",1
"1324","GO:0002946",1,0.960522750454097,0,3,"tRNA C5-cytosine methylation","BP",1
"1325","GO:0002947",1,0.986306083574268,0,1,"tumor necrosis factor receptor superfamily complex","CC",1
"1326","GO:0002949",1,0.965985516802312,0,3,"tRNA threonylcarbamoyladenosine modification","BP",1
"1328","GO:0002951",1,0.986306083574268,0,1,"leukotriene-C(4) hydrolase","MF",1
"1329","GO:0002953",1,0.992829037207922,0,1,"5'-deoxynucleotidase activity","MF",1
"1334","GO:0003009",1,0.64887764006893,0,36,"skeletal muscle contraction","BP",1
"1335","GO:0003010",1,0.912261322738615,0,7,"voluntary skeletal muscle contraction","BP",1
"1336","GO:0003011",1,0.949967834178005,0,4,"involuntary skeletal muscle contraction","BP",1
"1341","GO:0003016",1,0.716464127620921,0,26,"respiratory system process","BP",1
"1342","GO:0003017",1,0.986306083574268,0,1,"lymph circulation","BP",1
"1344","GO:0003025",1,0.975255513510884,0,2,"regulation of systemic arterial blood pressure by baroreceptor feedback","BP",1
"1345","GO:0003032",1,0.964435875015281,0,3,"detection of oxygen","BP",1
"1347","GO:0003051",1,0.960707321442573,0,3,"angiotensin-mediated drinking behavior","BP",1
"1348","GO:0003056",1,0.898823825370782,0,8,"regulation of vascular smooth muscle contraction","BP",1
"1349","GO:0003057",1,0.940264473589125,0,5,"regulation of the force of heart contraction by chemical signal","BP",1
"1350","GO:0003059",1,0.989146065966848,0,1,"positive regulation of the force of heart contraction by epinephrine","BP",1
"1351","GO:0003062",1,0.97503548914042,0,2,"regulation of heart rate by chemical signal","BP",1
"1352","GO:0003065",1,0.988573799267352,0,1,"positive regulation of heart rate by epinephrine","BP",1
"1353","GO:0003068",1,0.991299654991157,0,1,"regulation of systemic arterial blood pressure by acetylcholine","BP",1
"1354","GO:0003069",1,0.991299654991157,0,1,"acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP",1
"1355","GO:0003070",1,0.991299654991157,0,1,"regulation of systemic arterial blood pressure by neurotransmitter","BP",1
"1360","GO:0003083",1,0.993174190774834,0,1,"negative regulation of renal output by angiotensin","BP",1
"1361","GO:0003084",1,0.838174657147621,0,14,"positive regulation of systemic arterial blood pressure","BP",1
"1362","GO:0003085",1,0.791368560450871,0,18,"negative regulation of systemic arterial blood pressure","BP",1
"1363","GO:0003091",1,0.903526500647823,0,8,"renal water homeostasis","BP",1
"1364","GO:0003093",1,0.854831145715572,0,12,"regulation of glomerular filtration","BP",1
"1365","GO:0003094",1,0.757160950131564,0,21,"glomerular filtration","BP",1
"1366","GO:0003096",1,0.961535762142037,0,3,"renal sodium ion transport","BP",1
"1367","GO:0003097",1,0.93735044729814,0,5,"renal water transport","BP",1
"1368","GO:0003099",1,0.975599961969187,0,2,"positive regulation of the force of heart contraction by chemical signal","BP",1
"1369","GO:0003100",1,0.935845612323178,0,5,"regulation of systemic arterial blood pressure by endothelin","BP",1
"1370","GO:0003104",1,0.946483308941943,0,4,"positive regulation of glomerular filtration","BP",1
"1371","GO:0003105",1,0.940947899957235,0,5,"negative regulation of glomerular filtration","BP",1
"1372","GO:0003106",1,0.993174190774834,0,1,"negative regulation of glomerular filtration by angiotensin","BP",1
"1373","GO:0003108",1,0.986306083574268,0,1,"negative regulation of the force of heart contraction by chemical signal","BP",1
"1374","GO:0003116",1,0.986704516671382,0,1,"regulation of vasoconstriction by norepinephrine","BP",1
"1375","GO:0003117",1,0.986704516671382,0,1,"regulation of vasoconstriction by circulating norepinephrine","BP",1
"1376","GO:0003127",1,0.986306083574268,0,1,"detection of nodal flow","BP",1
"1377","GO:0003128",1,0.887396713964178,0,9,"heart field specification","BP",1
"1378","GO:0003129",1,0.923770256308427,0,6,"heart induction","BP",1
"1379","GO:0003130",1,0.973653031177756,0,2,"BMP signaling pathway involved in heart induction","BP",1
"1380","GO:0003133",1,0.973653031177756,0,2,"endodermal-mesodermal cell signaling","BP",1
"1381","GO:0003134",1,0.973653031177756,0,2,"endodermal-mesodermal cell signaling involved in heart induction","BP",1
"1382","GO:0003137",1,0.959475198759155,0,3,"Notch signaling pathway involved in heart induction","BP",1
"1383","GO:0003138",1,0.98647994097796,0,1,"primary heart field specification","BP",1
"1384","GO:0003139",1,0.935326276464662,0,5,"secondary heart field specification","BP",1
"1385","GO:0003140",1,0.928073440439173,0,6,"determination of left/right asymmetry in lateral mesoderm","BP",1
"1386","GO:0003142",1,0.98630675904676,0,1,"cardiogenic plate morphogenesis","BP",1
"1387","GO:0003143",1,0.537034437296914,0,46,"embryonic heart tube morphogenesis","BP",1
"1390","GO:0003150",1,0.934061990917245,0,5,"muscular septum morphogenesis","BP",1
"1393","GO:0003157",1,0.852080616628596,0,12,"endocardium development","BP",1
"1396","GO:0003160",1,0.921851049162812,0,6,"endocardium morphogenesis","BP",1
"1397","GO:0003161",1,0.853387171674483,0,12,"cardiac conduction system development","BP",1
"1398","GO:0003162",1,0.972798658387816,0,2,"atrioventricular node development","BP",1
"1399","GO:0003163",1,0.94806354425585,0,4,"sinoatrial node development","BP",1
"1400","GO:0003164",1,0.948993622012257,0,4,"His-Purkinje system development","BP",1
"1401","GO:0003165",1,0.986306083574268,0,1,"Purkinje myocyte development","BP",1
"1402","GO:0003166",1,0.962172346867838,0,3,"bundle of His development","BP",1
"1403","GO:0003167",1,0.986306083574268,0,1,"atrioventricular bundle cell differentiation","BP",1
"1404","GO:0003169",1,0.973767396147939,0,2,"coronary vein morphogenesis","BP",1
"1406","GO:0003171",1,0.702279948335327,0,26,"atrioventricular valve development","BP",1
"1407","GO:0003172",1,0.98647994097796,0,1,"sinoatrial valve development","BP",1
"1408","GO:0003174",1,0.850273027528712,0,12,"mitral valve development","BP",1
"1409","GO:0003175",1,0.908129576041985,0,7,"tricuspid valve development","BP",1
"1410","GO:0003176",1,0.765271486077444,0,20,"aortic valve development","BP",1
"1411","GO:0003177",1,0.762093800072503,0,20,"pulmonary valve development","BP",1
"1412","GO:0003178",1,0.986306083574268,0,1,"coronary sinus valve development","BP",1
"1414","GO:0003180",1,0.806394226968014,0,16,"aortic valve morphogenesis","BP",1
"1415","GO:0003181",1,0.731211601357551,0,23,"atrioventricular valve morphogenesis","BP",1
"1416","GO:0003182",1,0.986306083574268,0,1,"coronary sinus valve morphogenesis","BP",1
"1417","GO:0003183",1,0.862085836538791,0,11,"mitral valve morphogenesis","BP",1
"1418","GO:0003184",1,0.80304675501087,0,16,"pulmonary valve morphogenesis","BP",1
"1419","GO:0003185",1,0.98647994097796,0,1,"sinoatrial valve morphogenesis","BP",1
"1420","GO:0003186",1,0.92069082206518,0,6,"tricuspid valve morphogenesis","BP",1
"1421","GO:0003188",1,0.830827880496452,0,14,"heart valve formation","BP",1
"1422","GO:0003190",1,0.908408464383189,0,7,"atrioventricular valve formation","BP",1
"1423","GO:0003192",1,0.946334553828122,0,4,"mitral valve formation","BP",1
"1424","GO:0003193",1,0.972857319874825,0,2,"pulmonary valve formation","BP",1
"1425","GO:0003195",1,0.959586649918842,0,3,"tricuspid valve formation","BP",1
"1427","GO:0003198",1,0.816481794274584,0,15,"epithelial to mesenchymal transition involved in endocardial cushion formation","BP",1
"1428","GO:0003199",1,0.937177423311432,0,5,"endocardial cushion to mesenchymal transition involved in heart valve formation","BP",1
"1429","GO:0003203",1,0.665511788392217,0,30,"endocardial cushion morphogenesis","BP",1
"1432","GO:0003207",1,0.909167987707785,0,7,"cardiac chamber formation","BP",1
"1434","GO:0003209",1,0.694918885530152,0,27,"cardiac atrium morphogenesis","BP",1
"1435","GO:0003211",1,0.934545912774519,0,5,"cardiac ventricle formation","BP",1
"1436","GO:0003213",1,0.959475198759155,0,3,"cardiac right atrium morphogenesis","BP",1
"1437","GO:0003214",1,0.829049862743152,0,14,"cardiac left ventricle morphogenesis","BP",1
"1438","GO:0003215",1,0.848509323243239,0,12,"cardiac right ventricle morphogenesis","BP",1
"1439","GO:0003218",1,0.986306609889876,0,1,"cardiac left ventricle formation","BP",1
"1440","GO:0003219",1,0.973809887714527,0,2,"cardiac right ventricle formation","BP",1
"1441","GO:0003220",1,0.972833255950904,0,2,"left ventricular cardiac muscle tissue morphogenesis","BP",1
"1442","GO:0003221",1,0.972798658387816,0,2,"right ventricular cardiac muscle tissue morphogenesis","BP",1
"1443","GO:0003222",1,0.825135612333693,0,14,"ventricular trabecula myocardium morphogenesis","BP",1
"1444","GO:0003223",1,0.896971146097053,0,8,"ventricular compact myocardium morphogenesis","BP",1
"1445","GO:0003226",1,0.986306083574268,0,1,"right ventricular compact myocardium morphogenesis","BP",1
"1446","GO:0003228",1,0.926202336137406,0,6,"atrial cardiac muscle tissue development","BP",1
"1448","GO:0003230",1,0.659010951398547,0,31,"cardiac atrium development","BP",1
"1451","GO:0003243",1,0.986306083574268,0,1,"circumferential growth involved in left ventricle morphogenesis","BP",1
"1453","GO:0003247",1,0.98753204884482,0,1,"post-embryonic cardiac muscle cell growth involved in heart morphogenesis","BP",1
"1454","GO:0003249",1,0.959509325085041,0,3,"cell proliferation involved in heart valve morphogenesis","BP",1
"1455","GO:0003250",1,0.959509325085041,0,3,"regulation of cell proliferation involved in heart valve morphogenesis","BP",1
"1456","GO:0003251",1,0.986341158844676,0,1,"positive regulation of cell proliferation involved in heart valve morphogenesis","BP",1
"1457","GO:0003252",1,0.972798658387816,0,2,"negative regulation of cell proliferation involved in heart valve morphogenesis","BP",1
"1458","GO:0003253",1,0.936993161731628,0,5,"cardiac neural crest cell migration involved in outflow tract morphogenesis","BP",1
"1459","GO:0003254",1,0.59706181449276,0,40,"regulation of membrane depolarization","BP",1
"1460","GO:0003256",1,0.921879006760083,0,6,"regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP",1
"1461","GO:0003257",1,0.960824746600021,0,3,"positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP",1
"1462","GO:0003263",1,0.881248871529973,0,10,"cardioblast proliferation","BP",1
"1463","GO:0003264",1,0.881248871529973,0,10,"regulation of cardioblast proliferation","BP",1
"1464","GO:0003266",1,0.892961721747113,0,9,"regulation of secondary heart field cardioblast proliferation","BP",1
"1465","GO:0003270",1,0.986306083574268,0,1,"Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation","BP",1
"1466","GO:0003271",1,0.986500629195402,0,1,"smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation","BP",1
"1467","GO:0003272",1,0.741755719655008,0,22,"endocardial cushion formation","BP",1
"1468","GO:0003273",1,0.946922912267185,0,4,"cell migration involved in endocardial cushion formation","BP",1
"1469","GO:0003274",1,0.95949336246994,0,3,"endocardial cushion fusion","BP",1
"1470","GO:0003275",1,0.972798920599397,0,2,"apoptotic process involved in outflow tract morphogenesis","BP",1
"1471","GO:0003278",1,0.959986719981315,0,3,"apoptotic process involved in heart morphogenesis","BP",1
"1474","GO:0003283",1,0.793293535573212,0,17,"atrial septum development","BP",1
"1475","GO:0003284",1,0.933430279357281,0,5,"septum primum development","BP",1
"1476","GO:0003285",1,0.986306083574268,0,1,"septum secundum development","BP",1
"1477","GO:0003289",1,0.946391590789215,0,4,"atrial septum primum morphogenesis","BP",1
"1478","GO:0003290",1,0.986306083574268,0,1,"atrial septum secundum morphogenesis","BP",1
"1479","GO:0003292",1,0.986306083574268,0,1,"cardiac septum cell differentiation","BP",1
"1480","GO:0003294",1,0.972805201425564,0,2,"atrial ventricular junction remodeling","BP",1
"1481","GO:0003298",1,0.620854496865249,0,37,"physiological muscle hypertrophy","BP",1
"1484","GO:0003301",1,0.620854496865249,0,37,"physiological cardiac muscle hypertrophy","BP",1
"1485","GO:0003306",1,0.88572989629266,0,9,"Wnt signaling pathway involved in heart development","BP",1
"1486","GO:0003307",1,0.922960153649028,0,6,"regulation of Wnt signaling pathway involved in heart development","BP",1
"1487","GO:0003308",1,0.935779353472004,0,5,"negative regulation of Wnt signaling pathway involved in heart development","BP",1
"1488","GO:0003309",1,0.777847007700072,0,19,"type B pancreatic cell differentiation","BP",1
"1489","GO:0003310",1,0.94840169147443,0,4,"pancreatic A cell differentiation","BP",1
"1490","GO:0003321",1,0.964451030370876,0,3,"positive regulation of blood pressure by epinephrine-norepinephrine","BP",1
"1491","GO:0003322",1,0.986491572778365,0,1,"pancreatic A cell development","BP",1
"1492","GO:0003323",1,0.810483061156581,0,16,"type B pancreatic cell development","BP",1
"1493","GO:0003330",1,0.929608660651397,0,6,"regulation of extracellular matrix constituent secretion","BP",1
"1494","GO:0003331",1,0.978994149770016,0,2,"positive regulation of extracellular matrix constituent secretion","BP",1
"1495","GO:0003332",1,0.949560702809051,0,4,"negative regulation of extracellular matrix constituent secretion","BP",1
"1498","GO:0003335",1,0.974104974096802,0,2,"corneocyte development","BP",1
"1499","GO:0003337",1,0.936250638000837,0,5,"mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",1
"1500","GO:0003338",1,0.830440757628431,0,14,"metanephros morphogenesis","BP",1
"1501","GO:0003339",1,0.986306083574268,0,1,"regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",1
"1502","GO:0003340",1,0.986306083574268,0,1,"negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",1
"1503","GO:0003341",1,0.662702925687499,0,32,"cilium movement","BP",1
"1504","GO:0003342",1,0.986315646698776,0,1,"proepicardium development","BP",1
"1505","GO:0003343",1,0.986315646698776,0,1,"septum transversum development","BP",1
"1506","GO:0003344",1,0.883850918991785,0,9,"pericardium morphogenesis","BP",1
"1507","GO:0003345",1,0.986309551898576,0,1,"proepicardium cell migration involved in pericardium morphogenesis","BP",1
"1508","GO:0003347",1,0.959683729113872,0,3,"epicardial cell to mesenchymal cell transition","BP",1
"1509","GO:0003348",1,0.911370745299952,0,7,"cardiac endothelial cell differentiation","BP",1
"1510","GO:0003349",1,0.986306083574268,0,1,"epicardium-derived cardiac endothelial cell differentiation","BP",1
"1511","GO:0003350",1,0.973779868603029,0,2,"pulmonary myocardium development","BP",1
"1512","GO:0003351",1,0.881881368008433,0,10,"epithelial cilium movement involved in extracellular fluid movement","BP",1
"1513","GO:0003352",1,0.927023493176491,0,6,"regulation of cilium movement","BP",1
"1514","GO:0003356",1,0.936393012879657,0,5,"regulation of cilium beat frequency","BP",1
"1515","GO:0003357",1,0.972857654139697,0,2,"noradrenergic neuron differentiation","BP",1
"1516","GO:0003358",1,0.986323733078972,0,1,"noradrenergic neuron development","BP",1
"1517","GO:0003360",1,0.975326018223948,0,2,"brainstem development","BP",1
"1518","GO:0003363",1,0.986306083574268,0,1,"lamellipodium assembly involved in ameboidal cell migration","BP",1
"1519","GO:0003365",1,0.959475198759155,0,3,"establishment of cell polarity involved in ameboidal cell migration","BP",1
"1520","GO:0003366",1,0.972867324777691,0,2,"cell-matrix adhesion involved in ameboidal cell migration","BP",1
"1521","GO:0003373",1,0.946749380842853,0,4,"dynamin family protein polymerization involved in membrane fission","BP",1
"1522","GO:0003374",1,0.946749380842853,0,4,"dynamin family protein polymerization involved in mitochondrial fission","BP",1
"1524","GO:0003382",1,0.613001117081997,0,38,"epithelial cell morphogenesis","BP",1
"1525","GO:0003383",1,0.946446276649985,0,4,"apical constriction","BP",1
"1526","GO:0003400",1,0.969137995802155,0,3,"regulation of COPII vesicle coating","BP",1
"1528","GO:0003402",1,0.922180144143583,0,6,"planar cell polarity pathway involved in axis elongation","BP",1
"1529","GO:0003404",1,0.973469889537104,0,2,"optic vesicle morphogenesis","BP",1
"1531","GO:0003407",1,0.551714887645995,0,45,"neural retina development","BP",1
"1532","GO:0003408",1,0.986306083574268,0,1,"optic cup formation involved in camera-type eye development","BP",1
"1533","GO:0003409",1,0.986986582759205,0,1,"optic cup structural organization","BP",1
"1536","GO:0003415",1,0.946372101846086,0,4,"chondrocyte hypertrophy","BP",1
"1540","GO:0003419",1,0.96056619390268,0,3,"growth plate cartilage chondrocyte proliferation","BP",1
"1541","GO:0003420",1,0.972909635102898,0,2,"regulation of growth plate cartilage chondrocyte proliferation","BP",1
"1542","GO:0003421",1,0.992632589181319,0,1,"growth plate cartilage axis specification","BP",1
"1545","GO:0003430",1,0.972838628670688,0,2,"growth plate cartilage chondrocyte growth","BP",1
"1546","GO:0003431",1,0.948880254642665,0,4,"growth plate cartilage chondrocyte development","BP",1
"1551","GO:0003678",1,0.474679753502347,0,56,"DNA helicase activity","MF",1
"1552","GO:0003680",1,0.897619001551601,0,9,"AT DNA binding","MF",1
"1553","GO:0003681",1,0.982724095040783,0,2,"bent DNA binding","MF",1
"1556","GO:0003688",1,0.742519357770417,0,22,"DNA replication origin binding","MF",1
"1557","GO:0003689",1,0.907872308094593,0,8,"DNA clamp loader activity","MF",1
"1559","GO:0003691",1,0.891039897852199,0,9,"double-stranded telomeric DNA binding","MF",1
"1560","GO:0003692",1,0.975269793717972,0,2,"left-handed Z-DNA binding","MF",1
"1561","GO:0003696",1,0.986306083574268,0,1,"satellite DNA binding","MF",1
"1562","GO:0003697",1,0.26557512393134,0,104,"single-stranded DNA binding","MF",1
"1568","GO:0003720",1,0.936113805147783,0,5,"telomerase activity","MF",1
"1570","GO:0003724",1,0.452299622839306,0,59,"RNA helicase activity","MF",1
"1571","GO:0003725",1,0.359854157475395,0,76,"double-stranded RNA binding","MF",1
"1572","GO:0003726",1,0.948737488360642,0,4,"double-stranded RNA adenosine deaminase activity","MF",1
"1573","GO:0003727",1,0.355669523378833,0,80,"single-stranded RNA binding","MF",1
"1576","GO:0003735",1,0.31568442613442,0,147,"structural constituent of ribosome","MF",1
"1577","GO:0003743",1,0.577487648986845,0,46,"translation initiation factor activity","MF",1
"1578","GO:0003746",1,0.795951580007453,0,18,"translation elongation factor activity","MF",1
"1579","GO:0003747",1,0.919001360615098,0,7,"translation release factor activity","MF",1
"1580","GO:0003755",1,0.721416654052253,0,29,"peptidyl-prolyl cis-trans isomerase activity","MF",1
"1581","GO:0003756",1,0.861187173894946,0,11,"protein disulfide isomerase activity","MF",1
"1582","GO:0003774",1,0.283826555406375,0,95,"motor activity","MF",1
"1583","GO:0003777",1,0.478067781108425,0,55,"microtubule motor activity","MF",1
"1585","GO:0003785",1,0.764412953449542,0,23,"actin monomer binding","MF",1
"1586","GO:0003796",1,0.978156357282933,0,2,"lysozyme activity","MF",1
"1587","GO:0003810",1,0.9512120054646,0,4,"protein-glutamine gamma-glutamyltransferase activity","MF",1
"1590","GO:0003826",1,0.976578120752447,0,2,"alpha-ketoacid dehydrogenase activity","MF",1
"1591","GO:0003827",1,0.986380116265204,0,1,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","MF",1
"1592","GO:0003828",1,0.946983887973391,0,4,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity","MF",1
"1593","GO:0003829",1,0.986826284782917,0,1,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity","MF",1
"1594","GO:0003830",1,0.986306083574268,0,1,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity","MF",1
"1595","GO:0003831",1,0.934500509506993,0,5,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity","MF",1
"1596","GO:0003834",1,0.986532259605849,0,1,"beta-carotene 15,15'-monooxygenase activity","MF",1
"1597","GO:0003835",1,0.986306083574268,0,1,"beta-galactoside alpha-2,6-sialyltransferase activity","MF",1
"1598","GO:0003836",1,0.94693673026694,0,4,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity","MF",1
"1599","GO:0003837",1,0.986319127369514,0,1,"beta-ureidopropionase activity","MF",1
"1600","GO:0003839",1,0.970854824908515,0,3,"gamma-glutamylcyclotransferase activity","MF",1
"1601","GO:0003841",1,0.871780433824626,0,11,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF",1
"1602","GO:0003842",1,0.986307435532884,0,1,"1-pyrroline-5-carboxylate dehydrogenase activity","MF",1
"1603","GO:0003844",1,0.987724911217603,0,1,"1,4-alpha-glucan branching enzyme activity","MF",1
"1604","GO:0003845",1,0.988949565668938,0,1,"11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity","MF",1
"1605","GO:0003846",1,0.974018873599455,0,2,"2-acylglycerol O-acyltransferase activity","MF",1
"1606","GO:0003847",1,0.961178641528837,0,3,"1-alkyl-2-acetylglycerophosphocholine esterase activity","MF",1
"1607","GO:0003854",1,0.963415671866821,0,3,"3-beta-hydroxy-delta5-steroid dehydrogenase activity","MF",1
"1608","GO:0003857",1,0.909541533126996,0,8,"3-hydroxyacyl-CoA dehydrogenase activity","MF",1
"1609","GO:0003858",1,0.977917864533462,0,2,"3-hydroxybutyrate dehydrogenase activity","MF",1
"1610","GO:0003860",1,0.987401989156236,0,1,"3-hydroxyisobutyryl-CoA hydrolase activity","MF",1
"1611","GO:0003863",1,0.976578120752447,0,2,"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity","MF",1
"1612","GO:0003865",1,0.988904522443808,0,1,"3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF",1
"1613","GO:0003867",1,0.986306083574268,0,1,"4-aminobutyrate transaminase activity","MF",1
"1614","GO:0003868",1,0.975757231289123,0,2,"4-hydroxyphenylpyruvate dioxygenase activity","MF",1
"1615","GO:0003870",1,0.97353299514607,0,2,"5-aminolevulinate synthase activity","MF",1
"1616","GO:0003872",1,0.959612643056097,0,3,"6-phosphofructokinase activity","MF",1
"1618","GO:0003874",1,0.990384346232211,0,1,"6-pyruvoyltetrahydropterin synthase activity","MF",1
"1619","GO:0003875",1,0.976623249430778,0,2,"ADP-ribosylarginine hydrolase activity","MF",1
"1620","GO:0003876",1,0.959703931855002,0,3,"AMP deaminase activity","MF",1
"1621","GO:0003877",1,0.9868415869269,0,1,"ATP adenylyltransferase activity","MF",1
"1622","GO:0003878",1,0.986306083574268,0,1,"ATP citrate synthase activity","MF",1
"1623","GO:0003880",1,0.965868089861448,0,3,"protein C-terminal carboxyl O-methyltransferase activity","MF",1
"1624","GO:0003881",1,0.987118171479393,0,1,"CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity","MF",1
"1625","GO:0003882",1,0.986650751117578,0,1,"CDP-diacylglycerol-serine O-phosphatidyltransferase activity","MF",1
"1626","GO:0003883",1,0.972858368975075,0,2,"CTP synthase activity","MF",1
"1627","GO:0003884",1,0.975784158094249,0,2,"D-amino-acid oxidase activity","MF",1
"1628","GO:0003886",1,0.959475198759155,0,3,"DNA (cytosine-5-)-methyltransferase activity","MF",1
"1629","GO:0003887",1,0.748668860106656,0,23,"DNA-directed DNA polymerase activity","MF",1
"1630","GO:0003896",1,0.961582211338604,0,3,"DNA primase activity","MF",1
"1631","GO:0003899",1,0.663593542357772,0,37,"DNA-directed 5'-3' RNA polymerase activity","MF",1
"1632","GO:0003905",1,0.990022792682505,0,1,"alkylbase DNA N-glycosylase activity","MF",1
"1633","GO:0003906",1,0.856657639233205,0,13,"DNA-(apurinic or apyrimidinic site) endonuclease activity","MF",1
"1634","GO:0003908",1,0.992034547983281,0,1,"methylated-DNA-[protein]-cysteine S-methyltransferase activity","MF",1
"1635","GO:0003909",1,0.95947574638416,0,3,"DNA ligase activity","MF",1
"1636","GO:0003910",1,0.95947574638416,0,3,"DNA ligase (ATP) activity","MF",1
"1637","GO:0003916",1,0.921251818790569,0,6,"DNA topoisomerase activity","MF",1
"1638","GO:0003917",1,0.947019745917379,0,4,"DNA topoisomerase type I (single strand cut, ATP-independent) activity","MF",1
"1639","GO:0003918",1,0.972798658387816,0,2,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF",1
"1640","GO:0003919",1,0.986640759265698,0,1,"FMN adenylyltransferase activity","MF",1
"1641","GO:0003920",1,0.976355754392962,0,2,"GMP reductase activity","MF",1
"1642","GO:0003921",1,0.986633640793157,0,1,"GMP synthase activity","MF",1
"1643","GO:0003922",1,0.986633640793157,0,1,"GMP synthase (glutamine-hydrolyzing) activity","MF",1
"1644","GO:0003923",1,0.937103001247443,0,5,"GPI-anchor transamidase activity","MF",1
"1646","GO:0003933",1,0.990464225065814,0,1,"GTP cyclohydrolase activity","MF",1
"1647","GO:0003934",1,0.990464225065814,0,1,"GTP cyclohydrolase I activity","MF",1
"1648","GO:0003937",1,0.986386746514627,0,1,"IMP cyclohydrolase activity","MF",1
"1649","GO:0003938",1,0.974171738411887,0,2,"IMP dehydrogenase activity","MF",1
"1650","GO:0003939",1,0.986579656590113,0,1,"L-iditol 2-dehydrogenase activity","MF",1
"1651","GO:0003940",1,0.986307905827604,0,1,"L-iduronidase activity","MF",1
"1652","GO:0003941",1,0.986307264615317,0,1,"L-serine ammonia-lyase activity","MF",1
"1653","GO:0003943",1,0.986364050454217,0,1,"N-acetylgalactosamine-4-sulfatase activity","MF",1
"1654","GO:0003944",1,0.986682217797676,0,1,"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity","MF",1
"1655","GO:0003945",1,0.935831085367335,0,5,"N-acetyllactosamine synthase activity","MF",1
"1656","GO:0003947",1,0.986486859745364,0,1,"(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity","MF",1
"1657","GO:0003948",1,0.989056904674848,0,1,"N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity","MF",1
"1659","GO:0003951",1,0.84871315933375,0,12,"NAD+ kinase activity","MF",1
"1660","GO:0003952",1,0.986376629604409,0,1,"NAD+ synthase (glutamine-hydrolyzing) activity","MF",1
"1661","GO:0003953",1,0.953488532864452,0,4,"NAD+ nucleosidase activity","MF",1
"1662","GO:0003954",1,0.802772613634716,0,27,"NADH dehydrogenase activity","MF",1
